InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
570088,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,10/7/2011 11:32,2.08,16764,United Kingdom
570088,85099B,JUMBO BAG RED RETROSPOT,1,10/7/2011 11:32,2.08,16764,United Kingdom
570088,20711,JUMBO BAG TOYS ,2,10/7/2011 11:32,2.08,16764,United Kingdom
570088,23203,JUMBO BAG VINTAGE DOILY ,2,10/7/2011 11:32,2.08,16764,United Kingdom
570088,22663,JUMBO BAG DOLLY GIRL DESIGN,1,10/7/2011 11:32,2.08,16764,United Kingdom
570088,21931,JUMBO STORAGE BAG SUKI,3,10/7/2011 11:32,2.08,16764,United Kingdom
570088,23202,JUMBO BAG VINTAGE LEAF,1,10/7/2011 11:32,2.08,16764,United Kingdom
570088,22385,JUMBO BAG SPACEBOY DESIGN,1,10/7/2011 11:32,2.08,16764,United Kingdom
570092,21931,JUMBO STORAGE BAG SUKI,100,10/7/2011 11:51,1.74,16029,United Kingdom
570092,85099F,JUMBO BAG STRAWBERRY,100,10/7/2011 11:51,1.74,16029,United Kingdom
570092,22386,JUMBO BAG PINK POLKADOT,200,10/7/2011 11:51,1.74,16029,United Kingdom
570094,20969,RED FLORAL FELTCRAFT SHOULDER BAG,144,10/7/2011 11:56,3.39,16029,United Kingdom
570097,20969,RED FLORAL FELTCRAFT SHOULDER BAG,144,10/7/2011 12:05,3.39,16029,United Kingdom
C570099,22377,BOTTLE BAG RETROSPOT ,-1,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,21936,RED RETROSPOT PICNIC BAG,-5,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,21932,SCANDINAVIAN PAISLEY PICNIC BAG,-2,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,85099B,JUMBO BAG RED RETROSPOT,-1,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,85099F,JUMBO BAG STRAWBERRY,-2,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,20723,STRAWBERRY CHARLOTTE BAG,-1,10/7/2011 12:11,0.72,13798,United Kingdom
C570099,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-1,10/7/2011 12:11,1.65,13798,United Kingdom
C570099,20711,JUMBO BAG TOYS ,-2,10/7/2011 12:11,1.65,13798,United Kingdom
570102,20969,RED FLORAL FELTCRAFT SHOULDER BAG,8,10/7/2011 12:17,3.75,16455,United Kingdom
570102,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,10/7/2011 12:17,3.75,16455,United Kingdom
570103,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,10/7/2011 12:18,2.08,15719,United Kingdom
570103,23202,JUMBO BAG VINTAGE LEAF,4,10/7/2011 12:18,2.08,15719,United Kingdom
570103,23201,JUMBO BAG ALPHABET,2,10/7/2011 12:18,2.08,15719,United Kingdom
570103,22663,JUMBO BAG DOLLY GIRL DESIGN,2,10/7/2011 12:18,2.08,15719,United Kingdom
570103,85099B,JUMBO BAG RED RETROSPOT,12,10/7/2011 12:18,2.08,15719,United Kingdom
570103,22386,JUMBO BAG PINK POLKADOT,4,10/7/2011 12:18,2.08,15719,United Kingdom
570103,20712,JUMBO BAG WOODLAND ANIMALS,2,10/7/2011 12:18,2.08,15719,United Kingdom
570103,23203,JUMBO BAG VINTAGE DOILY ,6,10/7/2011 12:18,2.08,15719,United Kingdom
570103,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,5,10/7/2011 12:18,2.08,15719,United Kingdom
570103,23199,JUMBO BAG APPLES,6,10/7/2011 12:18,2.08,15719,United Kingdom
570103,23200,JUMBO BAG PEARS,5,10/7/2011 12:18,2.08,15719,United Kingdom
570103,22355,CHARLOTTE BAG SUKI DESIGN,4,10/7/2011 12:18,0.85,15719,United Kingdom
570103,20723,STRAWBERRY CHARLOTTE BAG,2,10/7/2011 12:18,0.85,15719,United Kingdom
570103,20727,LUNCH BAG  BLACK SKULL.,3,10/7/2011 12:18,1.65,15719,United Kingdom
570103,23209,LUNCH BAG VINTAGE DOILY ,4,10/7/2011 12:18,1.65,15719,United Kingdom
570103,20725,LUNCH BAG RED RETROSPOT,3,10/7/2011 12:18,1.65,15719,United Kingdom
570103,22383,LUNCH BAG SUKI DESIGN ,2,10/7/2011 12:18,1.65,15719,United Kingdom
570108,23204,CHARLOTTE BAG APPLES DESIGN,10,10/7/2011 12:25,0.85,13004,United Kingdom
570111,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,10/7/2011 12:28,2.08,15005,United Kingdom
570111,22386,JUMBO BAG PINK POLKADOT,2,10/7/2011 12:28,2.08,15005,United Kingdom
570111,22371,AIRLINE BAG VINTAGE TOKYO 78,1,10/7/2011 12:28,4.25,15005,United Kingdom
570111,20724,RED RETROSPOT CHARLOTTE BAG,8,10/7/2011 12:28,0.85,15005,United Kingdom
570111,22356,CHARLOTTE BAG PINK POLKADOT,8,10/7/2011 12:28,0.85,15005,United Kingdom
570114,22503,CABIN BAG VINTAGE PAISLEY,12,10/7/2011 12:31,24.95,13587,United Kingdom
570116,22383,LUNCH BAG SUKI DESIGN ,3,10/7/2011 12:38,1.65,12856,United Kingdom
570116,22382,LUNCH BAG SPACEBOY DESIGN ,3,10/7/2011 12:38,1.65,12856,United Kingdom
570116,20728,LUNCH BAG CARS BLUE,3,10/7/2011 12:38,1.65,12856,United Kingdom
570116,20726,LUNCH BAG WOODLAND,3,10/7/2011 12:38,1.65,12856,United Kingdom
570116,23202,JUMBO BAG VINTAGE LEAF,3,10/7/2011 12:38,2.08,12856,United Kingdom
570116,20712,JUMBO BAG WOODLAND ANIMALS,3,10/7/2011 12:38,2.08,12856,United Kingdom
570116,23199,JUMBO BAG APPLES,2,10/7/2011 12:38,2.08,12856,United Kingdom
570116,23200,JUMBO BAG PEARS,2,10/7/2011 12:38,2.08,12856,United Kingdom
570116,23203,JUMBO BAG VINTAGE DOILY ,2,10/7/2011 12:38,2.08,12856,United Kingdom
570117,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,36,10/7/2011 12:42,0.42,15815,United Kingdom
570121,85099B,JUMBO BAG RED RETROSPOT,10,10/7/2011 12:49,2.08,13419,United Kingdom
570128,23344,JUMBO BAG 50'S CHRISTMAS ,100,10/7/2011 13:21,1.79,13689,United Kingdom
570128,22386,JUMBO BAG PINK POLKADOT,100,10/7/2011 13:21,1.79,13689,United Kingdom
570128,21931,JUMBO STORAGE BAG SUKI,100,10/7/2011 13:21,1.79,13689,United Kingdom
570128,85099B,JUMBO BAG RED RETROSPOT,100,10/7/2011 13:21,1.79,13689,United Kingdom
570128,23202,JUMBO BAG VINTAGE LEAF,100,10/7/2011 13:21,1.79,13689,United Kingdom
570167,23344,JUMBO BAG 50'S CHRISTMAS ,20,10/7/2011 14:04,2.08,15615,United Kingdom
570167,23206,LUNCH BAG APPLE DESIGN,10,10/7/2011 14:04,1.65,15615,United Kingdom
570167,20725,LUNCH BAG RED RETROSPOT,10,10/7/2011 14:04,1.65,15615,United Kingdom
570167,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,10/7/2011 14:04,0.85,15615,United Kingdom
570177,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 14:17,3.75,17509,United Kingdom
570177,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 14:17,3.75,17509,United Kingdom
570178,23209,LUNCH BAG VINTAGE DOILY ,10,10/7/2011 14:23,1.65,16558,United Kingdom
570179,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 14:27,3.75,17509,United Kingdom
570180,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 14:28,3.75,17509,United Kingdom
570180,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 14:28,3.75,17509,United Kingdom
570186,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 15:01,3.75,17509,United Kingdom
570186,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 15:01,3.75,17509,United Kingdom
570187,21001,ROSE DU SUD WASHBAG ,1,10/7/2011 15:09,4.13,,United Kingdom
570187,21934,SKULL SHOULDER BAG,3,10/7/2011 15:09,1.63,,United Kingdom
570187,21935,SUKI  SHOULDER BAG,6,10/7/2011 15:09,1.63,,United Kingdom
570187,22382,LUNCH BAG SPACEBOY DESIGN ,1,10/7/2011 15:09,4.13,,United Kingdom
570187,22383,LUNCH BAG SUKI DESIGN ,1,10/7/2011 15:09,4.13,,United Kingdom
570187,22386,JUMBO BAG PINK POLKADOT,3,10/7/2011 15:09,4.13,,United Kingdom
570187,23199,JUMBO BAG APPLES,1,10/7/2011 15:09,4.13,,United Kingdom
570187,23202,JUMBO BAG VINTAGE LEAF,2,10/7/2011 15:09,4.13,,United Kingdom
570187,23204,CHARLOTTE BAG APPLES DESIGN,2,10/7/2011 15:09,1.63,,United Kingdom
570187,23206,LUNCH BAG APPLE DESIGN,1,10/7/2011 15:09,4.13,,United Kingdom
570187,23209,LUNCH BAG VINTAGE DOILY ,1,10/7/2011 15:09,4.13,,United Kingdom
570187,23344,JUMBO BAG 50'S CHRISTMAS ,1,10/7/2011 15:09,4.13,,United Kingdom
570187,84912B,GREEN ROSE WASHBAG,1,10/7/2011 15:09,3.29,,United Kingdom
570187,20724,RED RETROSPOT CHARLOTTE BAG,1,10/7/2011 15:09,1.63,,United Kingdom
570187,20726,LUNCH BAG WOODLAND,2,10/7/2011 15:09,4.13,,United Kingdom
570187,20728,LUNCH BAG CARS BLUE,1,10/7/2011 15:09,4.13,,United Kingdom
570187,21155,RED RETROSPOT PEG BAG,3,10/7/2011 15:09,2.55,,United Kingdom
570189,20719,WOODLAND CHARLOTTE BAG,10,10/7/2011 15:15,0.85,12492,Germany
570189,20724,RED RETROSPOT CHARLOTTE BAG,10,10/7/2011 15:15,0.85,12492,Germany
570189,23438, RED SPOT GIFT BAG LARGE,12,10/7/2011 15:15,1.25,12492,Germany
570189,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/7/2011 15:15,1.25,12492,Germany
570190,23201,JUMBO BAG ALPHABET,10,10/7/2011 15:18,2.08,13456,United Kingdom
570192,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,10/7/2011 15:26,3.75,17509,United Kingdom
570195,23203,JUMBO BAG VINTAGE DOILY ,20,10/7/2011 15:38,2.08,14825,United Kingdom
570195,23202,JUMBO BAG VINTAGE LEAF,10,10/7/2011 15:38,2.08,14825,United Kingdom
570195,22379,RECYCLING BAG RETROSPOT ,5,10/7/2011 15:38,2.1,14825,United Kingdom
570197,22382,LUNCH BAG SPACEBOY DESIGN ,2,10/7/2011 15:45,1.65,13755,United Kingdom
570197,22371,AIRLINE BAG VINTAGE TOKYO 78,1,10/7/2011 15:45,4.25,13755,United Kingdom
570197,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,10/7/2011 15:45,4.25,13755,United Kingdom
570197,22374,AIRLINE BAG VINTAGE JET SET RED,1,10/7/2011 15:45,4.25,13755,United Kingdom
570197,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,10/7/2011 15:45,4.25,13755,United Kingdom
570197,35646,VINTAGE BEAD PINK EVENING BAG,10,10/7/2011 15:45,1.25,13755,United Kingdom
570197,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,10/7/2011 15:45,1.65,13755,United Kingdom
570197,23207,LUNCH BAG ALPHABET DESIGN,3,10/7/2011 15:45,1.65,13755,United Kingdom
570197,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,10/7/2011 15:45,1.65,13755,United Kingdom
570197,22382,LUNCH BAG SPACEBOY DESIGN ,1,10/7/2011 15:45,1.65,13755,United Kingdom
570197,20728,LUNCH BAG CARS BLUE,2,10/7/2011 15:45,1.65,13755,United Kingdom
570197,22382,LUNCH BAG SPACEBOY DESIGN ,1,10/7/2011 15:45,1.65,13755,United Kingdom
570200,20712,JUMBO BAG WOODLAND ANIMALS,4,10/7/2011 16:03,2.08,16918,United Kingdom
570200,20719,WOODLAND CHARLOTTE BAG,10,10/7/2011 16:03,0.85,16918,United Kingdom
570200,20726,LUNCH BAG WOODLAND,3,10/7/2011 16:03,1.65,16918,United Kingdom
570200,20727,LUNCH BAG  BLACK SKULL.,4,10/7/2011 16:03,1.65,16918,United Kingdom
570200,20728,LUNCH BAG CARS BLUE,3,10/7/2011 16:03,1.65,16918,United Kingdom
C570203,22386,JUMBO BAG PINK POLKADOT,-2,10/7/2011 16:49,1.79,15311,United Kingdom
C570203,85099B,JUMBO BAG RED RETROSPOT,-1,10/7/2011 16:49,1.79,15311,United Kingdom
C570203,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,10/7/2011 16:49,1.79,15311,United Kingdom
C570203,20713,JUMBO BAG OWLS,-2,10/7/2011 16:49,1.79,15311,United Kingdom
560445,23205,CHARLOTTE BAG VINTAGE ALPHABET ,100,7/19/2011 9:08,0.72,14156,EIRE
560445,22384,LUNCH BAG PINK POLKADOT,100,7/19/2011 9:08,1.45,14156,EIRE
560445,20725,LUNCH BAG RED RETROSPOT,100,7/19/2011 9:08,1.45,14156,EIRE
560448,20728,LUNCH BAG CARS BLUE,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,20725,LUNCH BAG RED RETROSPOT,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,20726,LUNCH BAG WOODLAND,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,20727,LUNCH BAG  BLACK SKULL.,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,22383,LUNCH BAG SUKI DESIGN ,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,22384,LUNCH BAG PINK POLKADOT,20,7/19/2011 9:29,1.65,12840,United Kingdom
560448,21936,RED RETROSPOT PICNIC BAG,10,7/19/2011 9:29,2.95,12840,United Kingdom
560448,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,7/19/2011 9:29,1.65,12840,United Kingdom
560449,22356,CHARLOTTE BAG PINK POLKADOT,10,7/19/2011 9:31,0.85,14732,United Kingdom
560449,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,7/19/2011 9:31,0.85,14732,United Kingdom
560451,22821,GIFT BAG PSYCHEDELIC APPLES,48,7/19/2011 9:50,0.65,14911,EIRE
560453,20728,LUNCH BAG CARS BLUE,10,7/19/2011 9:52,1.65,13209,United Kingdom
560453,22384,LUNCH BAG PINK POLKADOT,10,7/19/2011 9:52,1.65,13209,United Kingdom
560453,23209,LUNCH BAG DOILEY PATTERN ,10,7/19/2011 9:52,1.65,13209,United Kingdom
560453,23206,LUNCH BAG APPLE DESIGN,10,7/19/2011 9:52,1.65,13209,United Kingdom
560454,23209,LUNCH BAG DOILEY PATTERN ,10,7/19/2011 10:06,1.65,12947,United Kingdom
560454,20728,LUNCH BAG CARS BLUE,10,7/19/2011 10:06,1.65,12947,United Kingdom
560454,23206,LUNCH BAG APPLE DESIGN,10,7/19/2011 10:06,1.65,12947,United Kingdom
560473,20725,LUNCH BAG RED RETROSPOT,20,7/19/2011 10:42,1.65,12431,Australia
560483,21704,BAG 250g SWIRLY MARBLES,24,7/19/2011 10:49,0.85,12955,United Kingdom
560491,23207,LUNCH BAG ALPHABET DESIGN,1,7/19/2011 10:51,1.65,12415,Australia
560491,23201,JUMBO BAG ALPHABET,1,7/19/2011 10:51,2.08,12415,Australia
560491,23203,JUMBO BAG DOILEY PATTERNS,1,7/19/2011 10:51,2.08,12415,Australia
560491,85099B,JUMBO BAG RED RETROSPOT,1,7/19/2011 10:51,2.08,12415,Australia
560491,23206,LUNCH BAG APPLE DESIGN,1,7/19/2011 10:51,1.65,12415,Australia
560491,20725,LUNCH BAG RED RETROSPOT,1,7/19/2011 10:51,1.65,12415,Australia
560491,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,7/19/2011 10:51,1.65,12415,Australia
560491,21936,RED RETROSPOT PICNIC BAG,1,7/19/2011 10:51,2.95,12415,Australia
560499,23203,JUMBO BAG DOILEY PATTERNS,10,7/19/2011 11:03,2.08,16713,United Kingdom
560499,23209,LUNCH BAG DOILEY PATTERN ,10,7/19/2011 11:03,1.65,16713,United Kingdom
560500,22902,TOTE BAG I LOVE LONDON,4,7/19/2011 11:08,2.1,17975,United Kingdom
560503,20725,LUNCH BAG RED RETROSPOT,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,20728,LUNCH BAG CARS BLUE,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,22384,LUNCH BAG PINK POLKADOT,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,22382,LUNCH BAG SPACEBOY DESIGN ,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,20726,LUNCH BAG WOODLAND,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,22383,LUNCH BAG SUKI DESIGN ,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,23207,LUNCH BAG ALPHABET DESIGN,10,7/19/2011 11:40,1.65,17682,United Kingdom
560503,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,7/19/2011 11:40,1.65,17682,United Kingdom
560504,23209,LUNCH BAG DOILEY PATTERN ,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,23204,CHARLOTTE BAG APPLES DESIGN,10,7/19/2011 11:47,0.85,13081,United Kingdom
560504,23206,LUNCH BAG APPLE DESIGN,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,23207,LUNCH BAG ALPHABET DESIGN,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,22662,LUNCH BAG DOLLY GIRL DESIGN,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,20728,LUNCH BAG CARS BLUE,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,22384,LUNCH BAG PINK POLKADOT,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,20725,LUNCH BAG RED RETROSPOT,30,7/19/2011 11:47,1.65,13081,United Kingdom
560504,20727,LUNCH BAG  BLACK SKULL.,20,7/19/2011 11:47,1.65,13081,United Kingdom
560504,22382,LUNCH BAG SPACEBOY DESIGN ,10,7/19/2011 11:47,1.65,13081,United Kingdom
560504,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,7/19/2011 11:47,1.65,13081,United Kingdom
560504,22356,CHARLOTTE BAG PINK POLKADOT,20,7/19/2011 11:47,0.85,13081,United Kingdom
560504,20723,STRAWBERRY CHARLOTTE BAG,20,7/19/2011 11:47,0.85,13081,United Kingdom
560504,20719,WOODLAND CHARLOTTE BAG,20,7/19/2011 11:47,0.85,13081,United Kingdom
560504,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,7/19/2011 11:47,0.85,13081,United Kingdom
560504,20724,RED RETROSPOT CHARLOTTE BAG,10,7/19/2011 11:47,0.85,13081,United Kingdom
560504,22333,RETROSPOT PARTY BAG + STICKER SET,16,7/19/2011 11:47,1.65,13081,United Kingdom
560504,22331,WOODLAND PARTY BAG + STICKER SET,8,7/19/2011 11:47,1.65,13081,United Kingdom
560504,21155,RED RETROSPOT PEG BAG,6,7/19/2011 11:47,2.55,13081,United Kingdom
560504,22348,TEA BAG PLATE RED RETROSPOT,12,7/19/2011 11:47,0.85,13081,United Kingdom
560527,22384,LUNCH BAG PINK POLKADOT,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,23206,LUNCH BAG APPLE DESIGN,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,20725,LUNCH BAG RED RETROSPOT,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,23207,LUNCH BAG ALPHABET DESIGN,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,20728,LUNCH BAG CARS BLUE,10,7/19/2011 11:57,1.65,15727,United Kingdom
560527,20726,LUNCH BAG WOODLAND,10,7/19/2011 11:57,1.65,15727,United Kingdom
560534,23202,JUMBO BAG VINTAGE LEAF,10,7/19/2011 12:10,2.08,14911,EIRE
560534,22821,GIFT BAG PSYCHEDELIC APPLES,12,7/19/2011 12:10,0.65,14911,EIRE
560534,21704,BAG 250g SWIRLY MARBLES,12,7/19/2011 12:10,0.85,14911,EIRE
560534,22348,TEA BAG PLATE RED RETROSPOT,12,7/19/2011 12:10,0.85,14911,EIRE
560537,20728,LUNCH BAG CARS BLUE,5,7/19/2011 12:19,1.65,17779,United Kingdom
560537,23206,LUNCH BAG APPLE DESIGN,5,7/19/2011 12:19,1.65,17779,United Kingdom
560537,22355,CHARLOTTE BAG SUKI DESIGN,10,7/19/2011 12:19,0.85,17779,United Kingdom
560537,21936,RED RETROSPOT PICNIC BAG,2,7/19/2011 12:19,2.95,17779,United Kingdom
560537,85099B,JUMBO BAG RED RETROSPOT,2,7/19/2011 12:19,2.08,17779,United Kingdom
560539,85099B,JUMBO BAG RED RETROSPOT,10,7/19/2011 12:19,2.08,16745,United Kingdom
560539,22386,JUMBO BAG PINK POLKADOT,10,7/19/2011 12:19,2.08,16745,United Kingdom
560539,21930,JUMBO STORAGE BAG SKULLS,10,7/19/2011 12:19,2.08,16745,United Kingdom
560539,85099F,JUMBO BAG STRAWBERRY,10,7/19/2011 12:19,2.08,16745,United Kingdom
560539,23203,JUMBO BAG DOILEY PATTERNS,10,7/19/2011 12:19,2.08,16745,United Kingdom
