InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576062,23456,MEDIUM PARLOUR PICTURE FRAME ,3,11/13/2011 15:30,4.15,12867,United Kingdom
576062,23455,SMALL PARLOUR PICTURE FRAME,3,11/13/2011 15:30,2.89,12867,United Kingdom
576062,82482,WOODEN PICTURE FRAME WHITE FINISH,6,11/13/2011 15:30,2.95,12867,United Kingdom
576064,82482,WOODEN PICTURE FRAME WHITE FINISH,3,11/13/2011 15:37,2.95,12508,France
576073,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,11/13/2011 16:13,8.5,16930,United Kingdom
576078,82482,WOODEN PICTURE FRAME WHITE FINISH,10,11/13/2011 16:22,2.95,14432,United Kingdom
540508,82482,WOODEN PICTURE FRAME WHITE FINISH,2,1/9/2011 11:20,2.55,14810,United Kingdom
540512,82482,WOODEN PICTURE FRAME WHITE FINISH,1,1/9/2011 11:39,2.55,17114,United Kingdom
540512,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,1/9/2011 11:39,6.75,17114,United Kingdom
540514,82482,WOODEN PICTURE FRAME WHITE FINISH,6,1/9/2011 11:43,2.55,15708,United Kingdom
540541,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,1/9/2011 15:13,6.75,15799,United Kingdom
540543,82482,WOODEN PICTURE FRAME WHITE FINISH,3,1/9/2011 15:23,2.55,14395,United Kingdom
543826,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2/14/2011 9:41,16.63,,United Kingdom
543826,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2/14/2011 9:41,13.29,,United Kingdom
543852,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2/14/2011 11:57,2.1,14258,United Kingdom
543978,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/14/2011 15:37,2.55,12867,United Kingdom
553417,82482,WOODEN PICTURE FRAME WHITE FINISH,12,5/17/2011 10:08,2.55,13871,United Kingdom
553474,82482,WOODEN PICTURE FRAME WHITE FINISH,144,5/17/2011 11:29,1.92,18102,United Kingdom
553522,82482,WOODEN PICTURE FRAME WHITE FINISH,2,5/17/2011 14:43,2.55,15005,United Kingdom
553540,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,5/17/2011 15:32,5.95,17511,United Kingdom
553545,82482,WOODEN PICTURE FRAME WHITE FINISH,2,5/17/2011 15:37,4.96,,United Kingdom
552950,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,5/12/2011 12:01,6.75,16116,United Kingdom
552950,82482,WOODEN PICTURE FRAME WHITE FINISH,12,5/12/2011 12:01,2.55,16116,United Kingdom
553002,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/12/2011 15:26,2.55,13263,United Kingdom
553004,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,5/12/2011 16:11,8.5,17764,United Kingdom
C573321,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,10/30/2011 10:35,8.5,14546,United Kingdom
573323,82482,WOODEN PICTURE FRAME WHITE FINISH,6,10/30/2011 10:54,2.95,15708,United Kingdom
573329,82482,WOODEN PICTURE FRAME WHITE FINISH,4,10/30/2011 11:19,2.95,14810,United Kingdom
573330,23456,MEDIUM PARLOUR PICTURE FRAME ,2,10/30/2011 11:22,4.15,16923,United Kingdom
573358,23455,SMALL PARLOUR PICTURE FRAME,6,10/30/2011 12:46,2.89,17213,United Kingdom
573358,23456,MEDIUM PARLOUR PICTURE FRAME ,4,10/30/2011 12:46,4.15,17213,United Kingdom
573358,82482,WOODEN PICTURE FRAME WHITE FINISH,6,10/30/2011 12:46,2.95,17213,United Kingdom
573362,23455,SMALL PARLOUR PICTURE FRAME,6,10/30/2011 13:06,2.89,12597,Spain
573390,23455,SMALL PARLOUR PICTURE FRAME,6,10/30/2011 14:53,2.89,17213,United Kingdom
573390,23456,MEDIUM PARLOUR PICTURE FRAME ,4,10/30/2011 14:53,4.15,17213,United Kingdom
573390,82482,WOODEN PICTURE FRAME WHITE FINISH,6,10/30/2011 14:53,2.95,17213,United Kingdom
573413,82482,WOODEN PICTURE FRAME WHITE FINISH,1,10/30/2011 16:12,2.95,15444,United Kingdom
573414,23455,SMALL PARLOUR PICTURE FRAME,2,10/30/2011 16:15,2.89,16877,United Kingdom
573415,82482,WOODEN PICTURE FRAME WHITE FINISH,2,10/30/2011 16:17,2.95,13607,United Kingdom
568147,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/25/2011 11:34,2.95,15044,United Kingdom
568147,82482,WOODEN PICTURE FRAME WHITE FINISH,3,9/25/2011 11:34,2.95,15044,United Kingdom
568152,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,9/25/2011 11:40,8.5,16480,United Kingdom
568165,82482,WOODEN PICTURE FRAME WHITE FINISH,12,9/25/2011 12:42,2.95,17131,United Kingdom
568189,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,9/25/2011 14:36,6.75,14757,United Kingdom
568189,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/25/2011 14:36,2.95,14757,United Kingdom
568198,82482,WOODEN PICTURE FRAME WHITE FINISH,2,9/25/2011 14:52,2.95,16771,United Kingdom
541288,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,1/17/2011 13:21,8.5,14525,United Kingdom
541421,82482,WOODEN PICTURE FRAME WHITE FINISH,18,1/17/2011 17:44,2.55,,United Kingdom
541422,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,1/17/2011 17:48,13.29,,United Kingdom
541422,82482,WOODEN PICTURE FRAME WHITE FINISH,14,1/17/2011 17:48,2.55,,United Kingdom
541424,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,1/17/2011 17:57,13.29,,United Kingdom
561236,82482,WOODEN PICTURE FRAME WHITE FINISH,6,7/26/2011 10:27,2.55,15159,United Kingdom
561382,82482,WOODEN PICTURE FRAME WHITE FINISH,1,7/26/2011 17:27,2.55,16750,United Kingdom
543166,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2/4/2011 8:27,6.75,13488,United Kingdom
543171,21253,SET OF PICTURE FRAME  STICKERS,2,2/4/2011 9:11,5.79,,United Kingdom
543172,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2/4/2011 9:11,4.96,,United Kingdom
543184,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2/4/2011 11:14,2.1,16525,United Kingdom
543201,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2/4/2011 13:03,4.96,,United Kingdom
543255,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2/4/2011 15:43,8.5,13050,United Kingdom
538707,82482,WOODEN PICTURE FRAME WHITE FINISH,3,12/14/2010 10:38,2.55,17894,United Kingdom
538795,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/14/2010 11:42,2.55,13267,United Kingdom
538862,82482,WOODEN PICTURE FRAME WHITE FINISH,2,12/14/2010 14:11,2.55,16710,United Kingdom
C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,8/5/2011 12:49,8.5,13813,Germany
562535,82482,WOODEN PICTURE FRAME WHITE FINISH,18,8/5/2011 14:50,2.55,13200,United Kingdom
562539,21253,SET OF PICTURE FRAME  STICKERS,1,8/5/2011 15:30,2.95,17220,United Kingdom
562541,82482,WOODEN PICTURE FRAME WHITE FINISH,48,8/5/2011 15:39,1.92,18102,United Kingdom
562553,82482,WOODEN PICTURE FRAME WHITE FINISH,8,8/5/2011 16:34,2.55,,United Kingdom
570601,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,10/11/2011 12:08,8.5,17620,United Kingdom
570634,82482,WOODEN PICTURE FRAME WHITE FINISH,6,10/11/2011 12:27,2.95,15024,United Kingdom
570668,82482,WOODEN PICTURE FRAME WHITE FINISH,6,10/11/2011 14:34,2.95,17837,United Kingdom
570688,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,10/11/2011 16:29,16.63,,United Kingdom
570688,82482,WOODEN PICTURE FRAME WHITE FINISH,1,10/11/2011 16:29,5.79,,United Kingdom
544697,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/23/2011 9:44,2.55,13453,United Kingdom
544766,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/23/2011 11:09,4.96,,United Kingdom
544772,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/23/2011 11:12,4.96,,United Kingdom
543285,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/7/2011 9:48,2.55,14600,United Kingdom
543345,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/7/2011 12:29,4.96,,United Kingdom
555320,82482,WOODEN PICTURE FRAME WHITE FINISH,1,6/2/2011 11:00,4.96,,United Kingdom
555340,82482,WOODEN PICTURE FRAME WHITE FINISH,12,6/2/2011 11:33,2.55,13334,United Kingdom
555368,82482,WOODEN PICTURE FRAME WHITE FINISH,6,6/2/2011 14:30,2.55,13437,United Kingdom
555400,82482,WOODEN PICTURE FRAME WHITE FINISH,65,6/2/2011 17:50,2.1,14088,United Kingdom
567473,82482,WOODEN PICTURE FRAME WHITE FINISH,2,9/20/2011 12:50,2.95,17841,United Kingdom
567484,82482,WOODEN PICTURE FRAME WHITE FINISH,12,9/20/2011 13:52,2.95,17340,United Kingdom
567507,82482,WOODEN PICTURE FRAME WHITE FINISH,4,9/20/2011 14:46,4.96,,United Kingdom
567517,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/20/2011 15:49,2.95,14211,United Kingdom
547107,82482,WOODEN PICTURE FRAME WHITE FINISH,4,3/21/2011 11:34,2.55,17315,United Kingdom
547221,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,3/21/2011 15:06,8.5,13262,United Kingdom
544106,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2/16/2011 10:47,8.5,14530,United Kingdom
544106,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2/16/2011 10:47,2.55,14530,United Kingdom
544106,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2/16/2011 10:47,6.75,14530,United Kingdom
566312,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,9/12/2011 9:43,8.5,16150,United Kingdom
566422,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/12/2011 13:56,2.95,13064,United Kingdom
566442,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,9/12/2011 15:29,8.5,14732,United Kingdom
566443,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/12/2011 15:31,2.95,17071,United Kingdom
547839,82482,WOODEN PICTURE FRAME WHITE FINISH,12,3/27/2011 10:54,2.55,12916,United Kingdom
547841,82482,WOODEN PICTURE FRAME WHITE FINISH,12,3/27/2011 11:02,2.55,16923,United Kingdom
547880,82482,WOODEN PICTURE FRAME WHITE FINISH,6,3/27/2011 16:05,2.55,15426,United Kingdom
547880,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,3/27/2011 16:05,8.5,15426,United Kingdom
565838,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,9/7/2011 11:43,7.65,15071,United Kingdom
565847,82482,WOODEN PICTURE FRAME WHITE FINISH,3,9/7/2011 12:44,4.96,,United Kingdom
565850,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/7/2011 12:55,2.95,14530,United Kingdom
565915,82482,WOODEN PICTURE FRAME WHITE FINISH,2,9/7/2011 15:52,2.95,15752,United Kingdom
549678,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,4/11/2011 12:57,7.65,16525,United Kingdom
549678,82482,WOODEN PICTURE FRAME WHITE FINISH,36,4/11/2011 12:57,2.1,16525,United Kingdom
549691,82482,WOODEN PICTURE FRAME WHITE FINISH,6,4/11/2011 13:42,2.55,13549,United Kingdom
562951,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,8/11/2011 9:57,6.75,14462,United Kingdom
562951,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8/11/2011 9:57,8.5,14462,United Kingdom
562955,82482,WOODEN PICTURE FRAME WHITE FINISH,44,8/11/2011 10:14,4.96,,United Kingdom
563018,82482,WOODEN PICTURE FRAME WHITE FINISH,6,8/11/2011 12:53,2.55,13427,United Kingdom
563093,82482,WOODEN PICTURE FRAME WHITE FINISH,1,8/11/2011 17:28,5.79,,United Kingdom
575210,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,11/9/2011 10:32,7.65,14732,United Kingdom
575210,23456,MEDIUM PARLOUR PICTURE FRAME ,4,11/9/2011 10:32,4.15,14732,United Kingdom
575210,23457,LARGE PARLOUR PICTURE FRAME,6,11/9/2011 10:32,4.95,14732,United Kingdom
575221,82482,WOODEN PICTURE FRAME WHITE FINISH,12,11/9/2011 11:25,2.95,12949,United Kingdom
575301,23455,SMALL PARLOUR PICTURE FRAME,6,11/9/2011 12:32,2.89,13804,United Kingdom
575301,23456,MEDIUM PARLOUR PICTURE FRAME ,4,11/9/2011 12:32,4.15,13804,United Kingdom
575301,23457,LARGE PARLOUR PICTURE FRAME,3,11/9/2011 12:32,4.95,13804,United Kingdom
575487,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,11/9/2011 17:11,6.75,15450,United Kingdom
547562,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,3/24/2011 8:47,7.65,16525,United Kingdom
547562,82482,WOODEN PICTURE FRAME WHITE FINISH,36,3/24/2011 8:47,2.1,16525,United Kingdom
547657,82482,WOODEN PICTURE FRAME WHITE FINISH,6,3/24/2011 12:58,2.55,13871,United Kingdom
547709,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,3/24/2011 18:43,7.65,18109,United Kingdom
559518,82482,WOODEN PICTURE FRAME WHITE FINISH,8,7/8/2011 16:11,4.96,,United Kingdom
559991,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,7/14/2011 12:29,6.75,14527,United Kingdom
560035,82482,WOODEN PICTURE FRAME WHITE FINISH,6,7/14/2011 13:41,2.55,17706,United Kingdom
560094,22169,FAMILY ALBUM WHITE PICTURE FRAME,3,7/14/2011 17:13,8.5,18109,United Kingdom
543985,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/15/2011 9:44,4.96,,United Kingdom
543990,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/15/2011 9:59,2.55,15122,United Kingdom
544044,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/15/2011 12:05,2.55,14659,United Kingdom
544056,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2/15/2011 12:48,2.55,13004,United Kingdom
544064,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/15/2011 13:50,2.55,17114,United Kingdom
580757,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/6/2011 10:27,2.95,13709,United Kingdom
580956,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,12/6/2011 14:23,8.5,17841,United Kingdom
580972,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,12/6/2011 15:10,7.65,15194,United Kingdom
580972,23455,SMALL PARLOUR PICTURE FRAME,6,12/6/2011 15:10,2.89,15194,United Kingdom
545464,82482,WOODEN PICTURE FRAME WHITE FINISH,3,3/3/2011 9:10,4.96,,United Kingdom
545536,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,3/3/2011 14:12,8.5,12417,Belgium
545559,82482,WOODEN PICTURE FRAME WHITE FINISH,2,3/3/2011 15:31,2.55,15005,United Kingdom
545683,82482,WOODEN PICTURE FRAME WHITE FINISH,3,3/6/2011 11:50,2.55,14903,United Kingdom
545686,82482,WOODEN PICTURE FRAME WHITE FINISH,6,3/6/2011 12:09,2.55,18211,United Kingdom
545688,82482,WOODEN PICTURE FRAME WHITE FINISH,1,3/6/2011 12:42,2.55,16033,United Kingdom
545697,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,3/6/2011 14:38,8.5,14504,United Kingdom
542890,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2/1/2011 13:25,6.75,15311,United Kingdom
542891,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2/1/2011 13:26,2.1,16705,United Kingdom
542906,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2/1/2011 15:12,16.63,,United Kingdom
C542910,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2/1/2011 15:38,7.65,17511,United Kingdom
541584,82482,WOODEN PICTURE FRAME WHITE FINISH,1,1/19/2011 14:12,4.96,,United Kingdom
541592,21253,SET OF PICTURE FRAME  STICKERS,2,1/19/2011 15:08,5.79,,United Kingdom
541593,82482,WOODEN PICTURE FRAME WHITE FINISH,2,1/19/2011 15:20,2.55,17611,United Kingdom
546163,82482,WOODEN PICTURE FRAME WHITE FINISH,3,3/10/2011 10:03,2.55,17377,United Kingdom
546215,82482,WOODEN PICTURE FRAME WHITE FINISH,1,3/10/2011 11:52,2.55,14713,United Kingdom
546243,82482,WOODEN PICTURE FRAME WHITE FINISH,6,3/10/2011 13:08,2.55,15308,United Kingdom
546306,82482,WOODEN PICTURE FRAME WHITE FINISH,1,3/10/2011 16:16,4.96,,United Kingdom
C556735,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,6/14/2011 12:01,8.5,14527,United Kingdom
556812,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,6/14/2011 17:25,16.63,,United Kingdom
