InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
577357,22423,REGENCY CAKESTAND 3 TIER,16,11/18/2011 15:54,10.95,13098,United Kingdom
C577388,22423,REGENCY CAKESTAND 3 TIER,-1,11/18/2011 16:58,12.75,14911,EIRE
540003,22776,SWEETHEART CAKESTAND 3 TIER,2,1/4/2011 10:37,9.95,16875,United Kingdom
C540006,22423,REGENCY CAKESTAND 3 TIER,-1,1/4/2011 10:48,12.75,14606,United Kingdom
540013,22776,SWEETHEART CAKESTAND 3 TIER,1,1/4/2011 11:30,9.95,16255,United Kingdom
540021,22776,SWEETHEART CAKESTAND 3 TIER,1,1/4/2011 12:51,9.95,17841,United Kingdom
540022,22423,REGENCY CAKESTAND 3 TIER,16,1/4/2011 12:57,10.95,17188,United Kingdom
540043,22776,SWEETHEART CAKESTAND 3 TIER,1,1/4/2011 14:21,9.95,15164,United Kingdom
540095,22423,REGENCY CAKESTAND 3 TIER,2,1/4/2011 15:40,12.75,14553,United Kingdom
C540097,22423,REGENCY CAKESTAND 3 TIER,-6,1/4/2011 15:46,12.75,15373,United Kingdom
540777,22423,REGENCY CAKESTAND 3 TIER,5,1/11/2011 11:15,12.75,13144,United Kingdom
C540780,22423,REGENCY CAKESTAND 3 TIER,-23,1/11/2011 11:19,10.95,14299,United Kingdom
C540781,22776,SWEETHEART CAKESTAND 3 TIER,-1,1/11/2011 11:22,9.95,16875,United Kingdom
540801,22423,REGENCY CAKESTAND 3 TIER,16,1/11/2011 12:25,10.95,12540,Spain
540802,22423,REGENCY CAKESTAND 3 TIER,16,1/11/2011 12:29,10.95,15189,United Kingdom
540828,22423,REGENCY CAKESTAND 3 TIER,1,1/11/2011 14:36,25.49,,United Kingdom
540832,22423,REGENCY CAKESTAND 3 TIER,1,1/11/2011 14:42,0,,United Kingdom
540832,22423,REGENCY CAKESTAND 3 TIER,17,1/11/2011 14:42,24.96,,United Kingdom
C540837,22776,SWEETHEART CAKESTAND 3 TIER,-2,1/11/2011 15:02,8.5,14733,United Kingdom
561874,22776,SWEETHEART CAKESTAND 3 TIER,1,7/31/2011 12:02,9.95,16255,United Kingdom
561878,22776,SWEETHEART CAKESTAND 3 TIER,1,7/31/2011 12:34,9.95,17388,United Kingdom
561894,22423,REGENCY CAKESTAND 3 TIER,1,7/31/2011 15:00,12.75,14456,United Kingdom
561897,22776,SWEETHEART CAKESTAND 3 TIER,1,7/31/2011 15:24,9.95,17841,United Kingdom
561900,22776,SWEETHEART CAKESTAND 3 TIER,1,7/31/2011 15:31,9.95,16655,United Kingdom
565447,22423,REGENCY CAKESTAND 3 TIER,2,9/4/2011 15:20,12.75,14107,United Kingdom
561021,22423,REGENCY CAKESTAND 3 TIER,16,7/24/2011 10:03,10.95,15465,United Kingdom
561024,22776,SWEETHEART CAKESTAND 3 TIER,2,7/24/2011 10:35,9.95,12916,United Kingdom
561037,22423,REGENCY CAKESTAND 3 TIER,2,7/24/2011 11:55,12.75,12472,Germany
561043,22423,REGENCY CAKESTAND 3 TIER,1,7/24/2011 12:20,12.75,15708,United Kingdom
561068,22776,SWEETHEART CAKESTAND 3 TIER,2,7/24/2011 14:33,9.95,13116,United Kingdom
561077,22423,REGENCY CAKESTAND 3 TIER,2,7/24/2011 15:53,12.75,17649,United Kingdom
547407,22423,REGENCY CAKESTAND 3 TIER,1,3/23/2011 8:54,12.75,15658,United Kingdom
547418,22423,REGENCY CAKESTAND 3 TIER,1,3/23/2011 10:25,12.75,13148,United Kingdom
547419,22423,REGENCY CAKESTAND 3 TIER,48,3/23/2011 10:27,10.95,15061,United Kingdom
547490,22776,SWEETHEART CAKESTAND 3 TIER,1,3/23/2011 11:48,9.95,17507,United Kingdom
547516,22423,REGENCY CAKESTAND 3 TIER,32,3/23/2011 14:04,10.95,15189,United Kingdom
547521,22423,REGENCY CAKESTAND 3 TIER,1,3/23/2011 15:00,12.75,16713,United Kingdom
539492,22423,REGENCY CAKESTAND 3 TIER,1,12/20/2010 10:14,25.49,,United Kingdom
539498,22776,SWEETHEART CAKESTAND 3 TIER,1,12/20/2010 10:48,9.95,15279,United Kingdom
539564,22423,REGENCY CAKESTAND 3 TIER,16,12/20/2010 11:45,10.95,18092,United Kingdom
539581,22423,REGENCY CAKESTAND 3 TIER,6,12/20/2010 12:51,12.75,16143,United Kingdom
539587,22423,REGENCY CAKESTAND 3 TIER,16,12/20/2010 13:10,10.95,14298,United Kingdom
539595,22423,REGENCY CAKESTAND 3 TIER,1,12/20/2010 13:43,25.49,,United Kingdom
C539598,22423,REGENCY CAKESTAND 3 TIER,-12,12/20/2010 13:54,10.95,14299,United Kingdom
539609,22423,REGENCY CAKESTAND 3 TIER,2,12/20/2010 14:15,12.75,15527,United Kingdom
539609,22423,REGENCY CAKESTAND 3 TIER,6,12/20/2010 14:15,12.75,15527,United Kingdom
539631,22423,REGENCY CAKESTAND 3 TIER,1,12/20/2010 15:03,25.49,,United Kingdom
539635,22423,REGENCY CAKESTAND 3 TIER,6,12/20/2010 15:14,12.75,14051,United Kingdom
C539644,22423,REGENCY CAKESTAND 3 TIER,-21,12/20/2010 15:52,10.95,12471,Germany
539647,22423,REGENCY CAKESTAND 3 TIER,1,12/20/2010 16:08,12.75,15460,United Kingdom
539653,22776,SWEETHEART CAKESTAND 3 TIER,2,12/20/2010 16:50,9.95,13564,United Kingdom
539653,22423,REGENCY CAKESTAND 3 TIER,2,12/20/2010 16:50,12.75,13564,United Kingdom
543653,22423,REGENCY CAKESTAND 3 TIER,1,2/11/2011 10:26,12.75,14796,United Kingdom
C543661,22423,REGENCY CAKESTAND 3 TIER,-7,2/11/2011 10:41,10.95,12471,Germany
C543662,22423,REGENCY CAKESTAND 3 TIER,-5,2/11/2011 10:49,10.95,14441,United Kingdom
543673,22423,REGENCY CAKESTAND 3 TIER,32,2/11/2011 11:28,10.95,16013,United Kingdom
C543706,22423,REGENCY CAKESTAND 3 TIER,-1,2/11/2011 11:44,12.75,15044,United Kingdom
543754,22423,REGENCY CAKESTAND 3 TIER,16,2/11/2011 14:26,10.95,18159,United Kingdom
C543771,22423,REGENCY CAKESTAND 3 TIER,-1,2/11/2011 15:43,12.75,15658,United Kingdom
555942,22423,REGENCY CAKESTAND 3 TIER,2,6/8/2011 10:14,12.75,15743,United Kingdom
555947,22423,REGENCY CAKESTAND 3 TIER,6,6/8/2011 10:45,12.75,14911,EIRE
556016,22423,REGENCY CAKESTAND 3 TIER,16,6/8/2011 11:54,10.95,18092,United Kingdom
556045,22423,REGENCY CAKESTAND 3 TIER,3,6/8/2011 12:54,12.75,15764,United Kingdom
556049,22423,REGENCY CAKESTAND 3 TIER,16,6/8/2011 13:00,10.95,16013,United Kingdom
556086,22776,SWEETHEART CAKESTAND 3 TIER,1,6/8/2011 15:24,19.96,,United Kingdom
556105,22423,REGENCY CAKESTAND 3 TIER,2,6/8/2011 16:39,12.75,13466,United Kingdom
575931,22423,REGENCY CAKESTAND 3 TIER,1,11/13/2011 10:35,12.75,16560,United Kingdom
575959,22423,REGENCY CAKESTAND 3 TIER,2,11/13/2011 12:27,12.75,14547,United Kingdom
575977,22423,REGENCY CAKESTAND 3 TIER,2,11/13/2011 13:27,12.75,17287,United Kingdom
575978,22423,REGENCY CAKESTAND 3 TIER,16,11/13/2011 13:27,10.95,15903,United Kingdom
540498,22423,REGENCY CAKESTAND 3 TIER,5,1/9/2011 10:06,12.75,17243,United Kingdom
540500,22423,REGENCY CAKESTAND 3 TIER,16,1/9/2011 10:26,10.95,15465,United Kingdom
540510,22423,REGENCY CAKESTAND 3 TIER,5,1/9/2011 11:32,12.75,15611,United Kingdom
540531,22776,SWEETHEART CAKESTAND 3 TIER,1,1/9/2011 14:03,9.95,16549,United Kingdom
543826,22423,REGENCY CAKESTAND 3 TIER,1,2/14/2011 9:41,24.96,,United Kingdom
543828,22776,SWEETHEART CAKESTAND 3 TIER,12,2/14/2011 9:45,8.5,14156,EIRE
543828,22423,REGENCY CAKESTAND 3 TIER,16,2/14/2011 9:45,10.95,14156,EIRE
C543837,22423,REGENCY CAKESTAND 3 TIER,-2,2/14/2011 10:56,12.75,14431,United Kingdom
543909,22423,REGENCY CAKESTAND 3 TIER,1,2/14/2011 12:32,12.75,,United Kingdom
543976,22423,REGENCY CAKESTAND 3 TIER,72,2/14/2011 15:26,10.95,13089,United Kingdom
553404,22776,SWEETHEART CAKESTAND 3 TIER,2,5/17/2011 8:34,9.95,14952,United Kingdom
553411,22423,REGENCY CAKESTAND 3 TIER,1,5/17/2011 9:28,12.75,12714,France
553415,22423,REGENCY CAKESTAND 3 TIER,1,5/17/2011 10:02,12.75,12463,Belgium
553417,22423,REGENCY CAKESTAND 3 TIER,1,5/17/2011 10:08,12.75,13871,United Kingdom
553461,22423,REGENCY CAKESTAND 3 TIER,3,5/17/2011 10:57,12.75,16316,United Kingdom
553472,22423,REGENCY CAKESTAND 3 TIER,8,5/17/2011 11:28,12.75,15093,United Kingdom
553489,22423,REGENCY CAKESTAND 3 TIER,1,5/17/2011 12:43,12.75,15730,United Kingdom
C553516,22776,SWEETHEART CAKESTAND 3 TIER,-2,5/17/2011 14:07,9.95,14911,EIRE
553527,22423,REGENCY CAKESTAND 3 TIER,1,5/17/2011 14:57,12.75,15123,United Kingdom
553541,22776,SWEETHEART CAKESTAND 3 TIER,1,5/17/2011 15:33,19.96,,United Kingdom
553551,22423,REGENCY CAKESTAND 3 TIER,20,5/17/2011 16:23,5,13631,United Kingdom
553556,22776,SWEETHEART CAKESTAND 3 TIER,2,5/17/2011 16:49,9.95,17530,United Kingdom
552883,22423,REGENCY CAKESTAND 3 TIER,16,5/12/2011 10:13,10.95,14646,Netherlands
552888,22423,REGENCY CAKESTAND 3 TIER,120,5/12/2011 10:23,10.95,15061,United Kingdom
552894,22423,REGENCY CAKESTAND 3 TIER,1,5/12/2011 10:53,12.75,14606,United Kingdom
552964,22776,SWEETHEART CAKESTAND 3 TIER,2,5/12/2011 13:05,9.95,16057,United Kingdom
552965,22423,REGENCY CAKESTAND 3 TIER,3,5/12/2011 13:10,12.75,13477,United Kingdom
552977,22423,REGENCY CAKESTAND 3 TIER,1,5/12/2011 14:13,12.75,18221,United Kingdom
552988,22423,REGENCY CAKESTAND 3 TIER,16,5/12/2011 15:17,10.95,14853,United Kingdom
553002,22423,REGENCY CAKESTAND 3 TIER,2,5/12/2011 15:26,12.75,13263,United Kingdom
573320,22423,REGENCY CAKESTAND 3 TIER,16,10/30/2011 10:29,10.95,15513,United Kingdom
573323,22423,REGENCY CAKESTAND 3 TIER,1,10/30/2011 10:54,12.75,15708,United Kingdom
573330,22423,REGENCY CAKESTAND 3 TIER,1,10/30/2011 11:22,12.75,16923,United Kingdom
568144,22423,REGENCY CAKESTAND 3 TIER,2,9/25/2011 11:29,12.75,14005,United Kingdom
568176,22423,REGENCY CAKESTAND 3 TIER,1,9/25/2011 13:25,12.75,12685,France
568193,22423,REGENCY CAKESTAND 3 TIER,2,9/25/2011 14:37,12.75,17107,United Kingdom
568202,22423,REGENCY CAKESTAND 3 TIER,1,9/25/2011 15:01,12.75,15366,United Kingdom
541282,22423,REGENCY CAKESTAND 3 TIER,2,1/17/2011 12:31,12.75,17690,United Kingdom
541405,22423,REGENCY CAKESTAND 3 TIER,16,1/17/2011 15:17,10.95,12683,France
541406,22776,SWEETHEART CAKESTAND 3 TIER,2,1/17/2011 15:19,9.95,14657,United Kingdom
541423,22423,REGENCY CAKESTAND 3 TIER,7,1/17/2011 17:54,12.75,,United Kingdom
561221,22423,REGENCY CAKESTAND 3 TIER,1,7/26/2011 9:23,12.75,15281,United Kingdom
C561328,22423,REGENCY CAKESTAND 3 TIER,-3,7/26/2011 13:54,10.95,12471,Germany
561329,22423,REGENCY CAKESTAND 3 TIER,2,7/26/2011 13:57,12.75,15044,United Kingdom
561333,22423,REGENCY CAKESTAND 3 TIER,1,7/26/2011 14:27,12.75,,United Kingdom
561381,22423,REGENCY CAKESTAND 3 TIER,6,7/26/2011 17:14,12.75,17920,United Kingdom
543171,22776,SWEETHEART CAKESTAND 3 TIER,3,2/4/2011 9:11,19.96,,United Kingdom
543180,22423,REGENCY CAKESTAND 3 TIER,2,2/4/2011 10:38,12.75,12410,Switzerland
543182,22423,REGENCY CAKESTAND 3 TIER,2,2/4/2011 10:40,24.96,,United Kingdom
543193,22423,REGENCY CAKESTAND 3 TIER,2,2/4/2011 12:18,12.75,13725,United Kingdom
C543195,22423,REGENCY CAKESTAND 3 TIER,-1,2/4/2011 12:29,10.95,13113,United Kingdom
543201,22776,SWEETHEART CAKESTAND 3 TIER,1,2/4/2011 13:03,19.96,,United Kingdom
543232,22423,REGENCY CAKESTAND 3 TIER,16,2/4/2011 13:28,10.95,13113,United Kingdom
543235,22776,SWEETHEART CAKESTAND 3 TIER,2,2/4/2011 13:30,9.95,14462,United Kingdom
538687,22423,REGENCY CAKESTAND 3 TIER,16,12/14/2010 9:50,10.95,13324,United Kingdom
C538705,22423,REGENCY CAKESTAND 3 TIER,-16,12/14/2010 10:33,10.95,15093,United Kingdom
C538749,22776,SWEETHEART CAKESTAND 3 TIER,-1,12/14/2010 11:28,9.95,15713,United Kingdom
C538755,22423,REGENCY CAKESTAND 3 TIER,-1,12/14/2010 11:30,12.75,16782,United Kingdom
538862,22423,REGENCY CAKESTAND 3 TIER,1,12/14/2010 14:11,12.75,16710,United Kingdom
538877,22423,REGENCY CAKESTAND 3 TIER,52,12/14/2010 15:29,25.49,,United Kingdom
538894,22423,REGENCY CAKESTAND 3 TIER,1,12/14/2010 17:22,12.75,16161,United Kingdom
562528,22423,REGENCY CAKESTAND 3 TIER,1,8/5/2011 13:52,12.75,12610,Italy
562534,22423,REGENCY CAKESTAND 3 TIER,16,8/5/2011 14:49,10.95,14031,United Kingdom
562560,22423,REGENCY CAKESTAND 3 TIER,3,8/5/2011 17:12,12.75,14156,EIRE
570492,22423,REGENCY CAKESTAND 3 TIER,1,10/11/2011 8:23,12.75,14194,United Kingdom
570521,22423,REGENCY CAKESTAND 3 TIER,4,10/11/2011 10:43,12.75,12371,Switzerland
570592,22423,REGENCY CAKESTAND 3 TIER,2,10/11/2011 11:37,24.96,,United Kingdom
570594,22423,REGENCY CAKESTAND 3 TIER,1,10/11/2011 11:43,12.75,13517,United Kingdom
570597,22423,REGENCY CAKESTAND 3 TIER,6,10/11/2011 11:49,12.75,16837,United Kingdom
570672,22423,REGENCY CAKESTAND 3 TIER,2,10/11/2011 14:52,12.75,12536,France
570676,22423,REGENCY CAKESTAND 3 TIER,3,10/11/2011 15:10,12.75,14640,United Kingdom
570680,22423,REGENCY CAKESTAND 3 TIER,1,10/11/2011 15:36,12.75,13969,United Kingdom
544690,22423,REGENCY CAKESTAND 3 TIER,16,2/23/2011 8:48,10.95,14156,EIRE
544691,22776,SWEETHEART CAKESTAND 3 TIER,2,2/23/2011 9:09,9.95,13804,United Kingdom
544694,22423,REGENCY CAKESTAND 3 TIER,4,2/23/2011 9:30,12.75,17706,United Kingdom
544776,22423,REGENCY CAKESTAND 3 TIER,11,2/23/2011 11:39,24.96,,United Kingdom
544799,22776,SWEETHEART CAKESTAND 3 TIER,2,2/23/2011 13:45,9.95,17063,United Kingdom
544803,22423,REGENCY CAKESTAND 3 TIER,1,2/23/2011 14:29,12.75,14606,United Kingdom
543283,22423,REGENCY CAKESTAND 3 TIER,1,2/7/2011 9:15,12.75,15781,United Kingdom
543285,22423,REGENCY CAKESTAND 3 TIER,1,2/7/2011 9:48,12.75,14600,United Kingdom
543332,22423,REGENCY CAKESTAND 3 TIER,4,2/7/2011 12:24,12.75,13955,United Kingdom
543345,22423,REGENCY CAKESTAND 3 TIER,1,2/7/2011 12:29,12.75,,United Kingdom
C543347,22423,REGENCY CAKESTAND 3 TIER,-2,2/7/2011 12:44,12.75,12472,Germany
543354,22423,REGENCY CAKESTAND 3 TIER,3,2/7/2011 13:50,12.75,13458,United Kingdom
543370,22776,SWEETHEART CAKESTAND 3 TIER,4,2/7/2011 14:51,9.95,12359,Cyprus
555320,22423,REGENCY CAKESTAND 3 TIER,1,6/2/2011 11:00,24.96,,United Kingdom
555340,22776,SWEETHEART CAKESTAND 3 TIER,1,6/2/2011 11:33,9.95,13334,United Kingdom
555353,22776,SWEETHEART CAKESTAND 3 TIER,1,6/2/2011 13:22,9.95,16928,United Kingdom
555363,22776,SWEETHEART CAKESTAND 3 TIER,1,6/2/2011 14:15,9.95,14453,United Kingdom
555368,22776,SWEETHEART CAKESTAND 3 TIER,4,6/2/2011 14:30,9.95,13437,United Kingdom
555400,22776,SWEETHEART CAKESTAND 3 TIER,17,6/2/2011 17:50,8.5,14088,United Kingdom
555406,22776,SWEETHEART CAKESTAND 3 TIER,1,6/2/2011 19:50,9.95,17231,United Kingdom
567383,22423,REGENCY CAKESTAND 3 TIER,3,9/20/2011 10:21,12.75,18180,United Kingdom
567426,22423,REGENCY CAKESTAND 3 TIER,4,9/20/2011 11:33,12.75,13767,United Kingdom
567460,22423,REGENCY CAKESTAND 3 TIER,6,9/20/2011 12:30,12.75,15888,United Kingdom
567461,22423,REGENCY CAKESTAND 3 TIER,4,9/20/2011 12:31,24.96,,United Kingdom
567505,22423,REGENCY CAKESTAND 3 TIER,2,9/20/2011 14:34,12.75,12352,Norway
547096,22423,REGENCY CAKESTAND 3 TIER,2,3/21/2011 9:13,12.75,15669,United Kingdom
547097,22423,REGENCY CAKESTAND 3 TIER,1,3/21/2011 9:33,12.75,13021,United Kingdom
547102,22423,REGENCY CAKESTAND 3 TIER,1,3/21/2011 10:41,12.75,14245,United Kingdom
C547198,22423,REGENCY CAKESTAND 3 TIER,-1,3/21/2011 12:50,12.75,14606,United Kingdom
547201,22423,REGENCY CAKESTAND 3 TIER,16,3/21/2011 13:35,10.95,13113,United Kingdom
547205,22423,REGENCY CAKESTAND 3 TIER,3,3/21/2011 14:00,12.75,16558,United Kingdom
547206,22423,REGENCY CAKESTAND 3 TIER,2,3/21/2011 14:18,12.75,16791,United Kingdom
547209,22423,REGENCY CAKESTAND 3 TIER,16,3/21/2011 14:44,10.95,13081,United Kingdom
544095,22423,REGENCY CAKESTAND 3 TIER,6,2/16/2011 9:25,12.75,16509,United Kingdom
544098,22423,REGENCY CAKESTAND 3 TIER,16,2/16/2011 10:04,10.95,16019,United Kingdom
544108,22423,REGENCY CAKESTAND 3 TIER,16,2/16/2011 10:53,10.95,12653,Israel
544156,22423,REGENCY CAKESTAND 3 TIER,3,2/16/2011 12:33,12.75,12352,Norway
566308,22423,REGENCY CAKESTAND 3 TIER,2,9/12/2011 9:38,12.75,15865,United Kingdom
566319,22423,REGENCY CAKESTAND 3 TIER,6,9/12/2011 11:25,12.75,13431,United Kingdom
566326,22423,REGENCY CAKESTAND 3 TIER,16,9/12/2011 12:11,10.95,16211,United Kingdom
566395,22423,REGENCY CAKESTAND 3 TIER,16,9/12/2011 12:48,10.95,14952,United Kingdom
566400,22423,REGENCY CAKESTAND 3 TIER,4,9/12/2011 13:16,12.75,17139,United Kingdom
566408,22423,REGENCY CAKESTAND 3 TIER,2,9/12/2011 13:43,12.75,16984,United Kingdom
566408,22423,REGENCY CAKESTAND 3 TIER,1,9/12/2011 13:43,12.75,16984,United Kingdom
C566468,22423,REGENCY CAKESTAND 3 TIER,-1,9/12/2011 18:14,10.95,13319,United Kingdom
C547836,22423,REGENCY CAKESTAND 3 TIER,-9,3/27/2011 10:19,10.95,15465,United Kingdom
547839,22776,SWEETHEART CAKESTAND 3 TIER,2,3/27/2011 10:54,9.95,12916,United Kingdom
547844,22423,REGENCY CAKESTAND 3 TIER,16,3/27/2011 11:44,10.95,15045,United Kingdom
547845,22423,REGENCY CAKESTAND 3 TIER,3,3/27/2011 11:51,12.75,16434,United Kingdom
547863,22423,REGENCY CAKESTAND 3 TIER,2,3/27/2011 13:07,12.75,12728,France
547867,22776,SWEETHEART CAKESTAND 3 TIER,1,3/27/2011 13:56,9.95,13357,United Kingdom
547867,22423,REGENCY CAKESTAND 3 TIER,1,3/27/2011 13:56,12.75,13357,United Kingdom
547876,22423,REGENCY CAKESTAND 3 TIER,2,3/27/2011 15:41,12.75,16638,United Kingdom
547877,22423,REGENCY CAKESTAND 3 TIER,1,3/27/2011 15:46,12.75,14573,United Kingdom
565801,22423,REGENCY CAKESTAND 3 TIER,2,9/7/2011 10:28,12.75,12685,France
565851,22423,REGENCY CAKESTAND 3 TIER,6,9/7/2011 13:06,12.75,14911,EIRE
549576,22423,REGENCY CAKESTAND 3 TIER,2,4/11/2011 8:14,12.75,17069,United Kingdom
549579,22423,REGENCY CAKESTAND 3 TIER,1,4/11/2011 9:18,12.75,15780,United Kingdom
C549582,22423,REGENCY CAKESTAND 3 TIER,-3,4/11/2011 9:45,12.75,12656,France
549583,22423,REGENCY CAKESTAND 3 TIER,1,4/11/2011 9:46,12.75,15214,United Kingdom
549590,22423,REGENCY CAKESTAND 3 TIER,16,4/11/2011 10:09,10.95,13324,United Kingdom
549595,22423,REGENCY CAKESTAND 3 TIER,16,4/11/2011 10:59,10.95,13324,United Kingdom
549696,22423,REGENCY CAKESTAND 3 TIER,12,4/11/2011 13:55,12.75,13089,United Kingdom
549730,22423,REGENCY CAKESTAND 3 TIER,3,4/11/2011 16:35,12.75,15867,United Kingdom
562968,22423,REGENCY CAKESTAND 3 TIER,1,8/11/2011 10:55,12.75,14291,United Kingdom
562980,22423,REGENCY CAKESTAND 3 TIER,2,8/11/2011 11:44,12.75,17686,United Kingdom
562999,22776,SWEETHEART CAKESTAND 3 TIER,1,8/11/2011 11:51,9.95,15117,United Kingdom
563016,22423,REGENCY CAKESTAND 3 TIER,3,8/11/2011 12:44,12.75,15358,United Kingdom
563023,22423,REGENCY CAKESTAND 3 TIER,1,8/11/2011 13:39,12.75,14639,United Kingdom
563076,22423,REGENCY CAKESTAND 3 TIER,32,8/11/2011 16:12,10.95,14646,Netherlands
563091,22423,REGENCY CAKESTAND 3 TIER,1,8/11/2011 17:02,12.75,12994,United Kingdom
575185,22423,REGENCY CAKESTAND 3 TIER,6,11/9/2011 8:50,12.75,14051,United Kingdom
