InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
555931,POST,POSTAGE,4,6/8/2011 8:31,40,17828,Malta
555937,POST,POSTAGE,3,6/8/2011 9:39,18,12683,France
555941,POST,POSTAGE,1,6/8/2011 10:10,18,12726,France
556081,DOT,DOTCOM POSTAGE,1,6/8/2011 15:22,169.29,,United Kingdom
556082,DOT,DOTCOM POSTAGE,1,6/8/2011 15:22,212.96,,United Kingdom
556085,DOT,DOTCOM POSTAGE,1,6/8/2011 15:23,151.33,,United Kingdom
556086,DOT,DOTCOM POSTAGE,1,6/8/2011 15:24,53.33,,United Kingdom
556087,DOT,DOTCOM POSTAGE,1,6/8/2011 15:24,110.13,,United Kingdom
556088,DOT,DOTCOM POSTAGE,1,6/8/2011 15:24,36.13,,United Kingdom
556089,DOT,DOTCOM POSTAGE,1,6/8/2011 15:25,93.75,,United Kingdom
556090,DOT,DOTCOM POSTAGE,1,6/8/2011 15:25,61.79,,United Kingdom
556091,DOT,DOTCOM POSTAGE,1,6/8/2011 15:25,84.63,,United Kingdom
556093,DOT,DOTCOM POSTAGE,1,6/8/2011 15:26,224.42,,United Kingdom
556094,DOT,DOTCOM POSTAGE,1,6/8/2011 15:26,98.75,,United Kingdom
556095,DOT,DOTCOM POSTAGE,1,6/8/2011 15:27,192.54,,United Kingdom
556108,DOT,DOTCOM POSTAGE,1,6/8/2011 17:59,275.98,,United Kingdom
540519,POST,POSTAGE,2,1/9/2011 12:12,28,12793,Portugal
543822,POST,POSTAGE,3,2/14/2011 9:24,28,12507,Spain
543826,DOT,DOTCOM POSTAGE,1,2/14/2011 9:41,168.19,,United Kingdom
C543838,POST,POSTAGE,-1,2/14/2011 10:59,7.06,15827,United Kingdom
543900,POST,POSTAGE,3,2/14/2011 12:11,18,12621,Germany
553411,POST,POSTAGE,3,5/17/2011 9:28,18,12714,France
C553414,POST,POSTAGE,-1,5/17/2011 9:57,18,12600,Germany
553415,POST,POSTAGE,2,5/17/2011 10:02,18,12463,Belgium
C553510,POST,POSTAGE,-1,5/17/2011 13:46,1,14342,United Kingdom
553541,DOT,DOTCOM POSTAGE,1,5/17/2011 15:33,248.13,,United Kingdom
553542,DOT,DOTCOM POSTAGE,1,5/17/2011 15:34,204.63,,United Kingdom
553543,DOT,DOTCOM POSTAGE,1,5/17/2011 15:35,154.5,,United Kingdom
553544,DOT,DOTCOM POSTAGE,1,5/17/2011 15:36,124.08,,United Kingdom
553549,DOT,DOTCOM POSTAGE,1,5/17/2011 16:09,179.67,,United Kingdom
552871,POST,POSTAGE,2,5/12/2011 8:52,18,12693,Germany
552874,POST,POSTAGE,7,5/12/2011 9:40,18,12621,Germany
552878,POST,POSTAGE,8,5/12/2011 9:54,18,12625,Germany
552884,POST,POSTAGE,1,5/12/2011 10:15,15,12395,Belgium
552980,POST,POSTAGE,1,5/12/2011 14:52,523,12590,Germany
C553033,POST,POSTAGE,-1,5/12/2011 19:50,3.5,13883,United Kingdom
573362,POST,POSTAGE,10,10/30/2011 13:06,28,12597,Spain
573401,POST,POSTAGE,2,10/30/2011 15:43,15,12364,Belgium
573402,POST,POSTAGE,1,10/30/2011 15:44,18,12494,France
568172,POST,POSTAGE,1,9/25/2011 13:13,40,12348,Finland
568176,POST,POSTAGE,1,9/25/2011 13:25,18,12685,France
568208,POST,POSTAGE,2,9/25/2011 15:35,28,12783,Portugal
541269,POST,POSTAGE,8,1/17/2011 11:01,18,12626,Germany
541405,POST,POSTAGE,5,1/17/2011 15:17,18,12683,France
541422,DOT,DOTCOM POSTAGE,1,1/17/2011 17:48,295.2,,United Kingdom
541423,DOT,DOTCOM POSTAGE,1,1/17/2011 17:54,235.48,,United Kingdom
561245,DOT,DOTCOM POSTAGE,1,7/26/2011 11:27,6.58,,United Kingdom
561368,POST,POSTAGE,1,7/26/2011 16:00,36.5,14866,United Kingdom
561369,DOT,DOTCOM POSTAGE,1,7/26/2011 16:22,151.61,,United Kingdom
561371,DOT,DOTCOM POSTAGE,1,7/26/2011 16:25,122.99,,United Kingdom
543171,DOT,DOTCOM POSTAGE,1,2/4/2011 9:11,230.08,,United Kingdom
543172,DOT,DOTCOM POSTAGE,1,2/4/2011 9:11,164.46,,United Kingdom
C543175,POST,POSTAGE,-1,2/4/2011 9:46,18,12712,Germany
543180,POST,POSTAGE,4,2/4/2011 10:38,40,12410,Switzerland
543200,DOT,DOTCOM POSTAGE,1,2/4/2011 13:03,166.92,,United Kingdom
543201,DOT,DOTCOM POSTAGE,1,2/4/2011 13:03,212.04,,United Kingdom
538685,POST,POSTAGE,1,12/14/2010 9:39,15,15694,United Kingdom
538880,DOT,DOTCOM POSTAGE,1,12/14/2010 15:52,113.45,,United Kingdom
538881,DOT,DOTCOM POSTAGE,1,12/14/2010 15:54,198.17,,United Kingdom
538883,DOT,DOTCOM POSTAGE,1,12/14/2010 15:56,340.72,,United Kingdom
562520,POST,POSTAGE,1,8/5/2011 12:38,18,12599,France
562527,POST,POSTAGE,2,8/5/2011 13:49,18,12647,Germany
562528,POST,POSTAGE,4,8/5/2011 13:52,28,12610,Italy
562537,POST,POSTAGE,5,8/5/2011 15:02,18,12517,Germany
570499,POST,POSTAGE,5,10/11/2011 9:19,28,12772,Portugal
570637,POST,POSTAGE,2,10/11/2011 12:34,18,12530,Germany
570640,POST,POSTAGE,2,10/11/2011 12:38,18,12474,Germany
C570654,POST,POSTAGE,-1,10/11/2011 13:55,14.95,,United Kingdom
570666,POST,POSTAGE,1,10/11/2011 14:24,18,13919,Denmark
570681,POST,POSTAGE,1,10/11/2011 15:45,6,12381,Norway
570688,DOT,DOTCOM POSTAGE,1,10/11/2011 16:29,199.04,,United Kingdom
570690,DOT,DOTCOM POSTAGE,1,10/11/2011 16:37,199.81,,United Kingdom
544766,DOT,DOTCOM POSTAGE,1,2/23/2011 11:09,136.38,,United Kingdom
544768,DOT,DOTCOM POSTAGE,1,2/23/2011 11:10,134.04,,United Kingdom
544770,DOT,DOTCOM POSTAGE,1,2/23/2011 11:11,124.79,,United Kingdom
544771,DOT,DOTCOM POSTAGE,1,2/23/2011 11:12,137.33,,United Kingdom
544772,DOT,DOTCOM POSTAGE,1,2/23/2011 11:12,161.04,,United Kingdom
544811,POST,POSTAGE,3,2/23/2011 15:53,18,12471,Germany
544812,DOT,DOTCOM POSTAGE,1,2/23/2011 15:58,170.54,,United Kingdom
543345,DOT,DOTCOM POSTAGE,1,2/7/2011 12:29,183.09,,United Kingdom
541430,POST,POSTAGE,18,1/18/2011 9:50,18,12356,Portugal
541480,POST,POSTAGE,1,1/18/2011 12:05,18,12527,Germany
541495,DOT,DOTCOM POSTAGE,1,1/18/2011 14:59,116.71,,United Kingdom
541496,DOT,DOTCOM POSTAGE,1,1/18/2011 15:00,101,,United Kingdom
541497,DOT,DOTCOM POSTAGE,1,1/18/2011 15:19,243.21,,United Kingdom
541506,DOT,DOTCOM POSTAGE,1,1/18/2011 16:05,118.33,,United Kingdom
541508,DOT,DOTCOM POSTAGE,1,1/18/2011 16:06,152.92,,United Kingdom
541516,DOT,DOTCOM POSTAGE,1,1/18/2011 17:34,285.3,,United Kingdom
567505,POST,POSTAGE,2,9/20/2011 14:34,40,12352,Norway
544115,POST,POSTAGE,5,2/16/2011 11:45,18,12727,France
C544117,POST,POSTAGE,-1,2/16/2011 11:48,18,12727,France
544186,DOT,DOTCOM POSTAGE,1,2/16/2011 15:56,149.49,,United Kingdom
565801,POST,POSTAGE,3,9/7/2011 10:28,18,12685,France
565840,DOT,DOTCOM POSTAGE,1,9/7/2011 12:02,203.73,,United Kingdom
565847,DOT,DOTCOM POSTAGE,1,9/7/2011 12:44,1569.04,,United Kingdom
565854,POST,POSTAGE,4,9/7/2011 13:22,18,12490,France
565870,POST,POSTAGE,1,9/7/2011 15:10,15,16828,United Kingdom
565917,DOT,DOTCOM POSTAGE,1,9/7/2011 16:15,211.86,,United Kingdom
549588,POST,POSTAGE,3,4/11/2011 10:04,40,12428,Finland
549682,POST,POSTAGE,2,4/11/2011 13:22,28,12596,Spain
549689,POST,POSTAGE,1,4/11/2011 13:40,4.95,15971,United Kingdom
563020,POST,POSTAGE,3,8/11/2011 12:58,40,12428,Finland
563025,POST,POSTAGE,1,8/11/2011 14:00,1.69,,United Kingdom
563037,POST,POSTAGE,3,8/11/2011 15:02,15,12362,Belgium
563093,DOT,DOTCOM POSTAGE,1,8/11/2011 17:28,176.41,,United Kingdom
547566,POST,POSTAGE,1,3/24/2011 9:42,27,12811,Portugal
547645,POST,POSTAGE,1,3/24/2011 11:40,40,12676,Sweden
547684,POST,POSTAGE,5,3/24/2011 14:46,15,12408,Belgium
559362,POST,POSTAGE,3,7/8/2011 8:43,18,12635,Germany
559421,POST,POSTAGE,1,7/8/2011 11:55,18,12648,Germany
559422,POST,POSTAGE,2,7/8/2011 12:00,18,12553,France
559441,POST,POSTAGE,2,7/8/2011 12:22,18,12583,France
559489,DOT,DOTCOM POSTAGE,1,7/8/2011 13:52,69,,United Kingdom
559490,DOT,DOTCOM POSTAGE,1,7/8/2011 13:53,3.29,,United Kingdom
559491,DOT,DOTCOM POSTAGE,1,7/8/2011 13:53,164.54,,United Kingdom
559492,DOT,DOTCOM POSTAGE,1,7/8/2011 13:53,56.04,,United Kingdom
559493,DOT,DOTCOM POSTAGE,1,7/8/2011 13:53,166.96,,United Kingdom
559494,DOT,DOTCOM POSTAGE,1,7/8/2011 13:54,69.92,,United Kingdom
559497,DOT,DOTCOM POSTAGE,1,7/8/2011 13:54,142.29,,United Kingdom
559506,DOT,DOTCOM POSTAGE,1,7/8/2011 15:17,319.82,,United Kingdom
559515,DOT,DOTCOM POSTAGE,1,7/8/2011 15:58,36.17,,United Kingdom
559517,DOT,DOTCOM POSTAGE,1,7/8/2011 16:11,16.42,,United Kingdom
559518,DOT,DOTCOM POSTAGE,1,7/8/2011 16:11,92.88,,United Kingdom
559928,POST,POSTAGE,8,7/14/2011 8:52,40,12405,Finland
559987,POST,POSTAGE,5,7/14/2011 12:12,18,12619,Germany
543985,DOT,DOTCOM POSTAGE,1,2/15/2011 9:44,138.5,,United Kingdom
C543992,POST,POSTAGE,-1,2/15/2011 10:29,18,12583,France
544069,POST,POSTAGE,2,2/15/2011 14:17,18,12616,France
580736,POST,POSTAGE,2,12/6/2011 8:55,18,12716,France
580752,POST,POSTAGE,3,12/6/2011 9:56,45,12478,Greece
580753,POST,POSTAGE,3,12/6/2011 10:00,18,12682,France
580756,POST,POSTAGE,1,12/6/2011 10:19,18,12723,France
580955,POST,POSTAGE,1,12/6/2011 14:22,28,12442,Spain
C580957,POST,POSTAGE,-1,12/6/2011 14:23,4.5,12839,United Kingdom
580976,POST,POSTAGE,1,12/6/2011 15:29,5.29,,United Kingdom
580979,POST,POSTAGE,3,12/6/2011 15:40,18,12362,Belgium
580983,DOT,DOTCOM POSTAGE,1,12/6/2011 16:26,736.38,,United Kingdom
545515,POST,POSTAGE,3,3/3/2011 12:06,18,12727,France
545517,POST,POSTAGE,1,3/3/2011 12:20,18,12727,France
545533,POST,POSTAGE,2,3/3/2011 14:04,18,12524,Germany
545536,POST,POSTAGE,3,3/3/2011 14:12,15,12417,Belgium
545568,DOT,DOTCOM POSTAGE,1,3/3/2011 16:22,226.19,,United Kingdom
545570,POST,POSTAGE,1,3/3/2011 16:28,40,12817,Austria
575193,POST,POSTAGE,5,11/9/2011 9:34,18,12681,France
575326,POST,POSTAGE,2,11/9/2011 13:47,18,12532,France
575352,POST,POSTAGE,3,11/9/2011 14:56,18,12504,Germany
542782,POST,POSTAGE,2,2/1/2011 10:00,18,12712,Germany
542794,DOT,DOTCOM POSTAGE,1,2/1/2011 10:56,86.77,,United Kingdom
542887,POST,POSTAGE,1,2/1/2011 13:10,40,12373,Austria
542894,POST,POSTAGE,2,2/1/2011 13:45,15,12775,Netherlands
542905,POST,POSTAGE,1,2/1/2011 15:11,28,12540,Spain
542906,DOT,DOTCOM POSTAGE,1,2/1/2011 15:12,189.59,,United Kingdom
541517,POST,POSTAGE,1,1/19/2011 8:34,18,12665,Germany
541567,POST,POSTAGE,3,1/19/2011 11:51,18,12681,France
541569,POST,POSTAGE,3,1/19/2011 12:14,40,13520,Switzerland
541592,DOT,DOTCOM POSTAGE,1,1/19/2011 15:08,470.12,,United Kingdom
C546203,POST,POSTAGE,-1,3/10/2011 11:13,4.5,16839,United Kingdom
C546204,POST,POSTAGE,-1,3/10/2011 11:13,1.72,13599,United Kingdom
C546205,POST,POSTAGE,-1,3/10/2011 11:14,2.84,18223,United Kingdom
546303,POST,POSTAGE,1,3/10/2011 15:30,8.62,,United Kingdom
C556807,POST,POSTAGE,-1,6/14/2011 15:43,14.95,,United Kingdom
556813,DOT,DOTCOM POSTAGE,1,6/14/2011 17:28,191.78,,United Kingdom
548725,POST,POSTAGE,1,4/4/2011 9:08,134,12678,France
548737,POST,POSTAGE,4,4/4/2011 11:18,18,12682,France
548745,POST,POSTAGE,3,4/4/2011 12:10,18,12471,Germany
548894,DOT,DOTCOM POSTAGE,1,4/4/2011 16:01,278.92,,United Kingdom
551886,POST,POSTAGE,1,5/5/2011 9:23,18,12569,Germany
551887,POST,POSTAGE,2,5/5/2011 9:29,18,12593,France
551995,DOT,DOTCOM POSTAGE,1,5/5/2011 15:42,55.64,,United Kingdom
551997,DOT,DOTCOM POSTAGE,1,5/5/2011 15:47,43.57,,United Kingdom
552008,POST,POSTAGE,4,5/5/2011 17:13,18,12476,Germany
538524,DOT,DOTCOM POSTAGE,1,12/13/2010 9:35,641.86,,United Kingdom
538566,DOT,DOTCOM POSTAGE,1,12/13/2010 11:21,584.59,,United Kingdom
544193,POST,POSTAGE,5,2/17/2011 8:23,15,12431,Belgium
544200,POST,POSTAGE,2,2/17/2011 10:08,18,12494,France
544201,DOT,DOTCOM POSTAGE,1,2/17/2011 10:11,213.08,,United Kingdom
544202,DOT,DOTCOM POSTAGE,1,2/17/2011 10:29,143.04,,United Kingdom
544204,DOT,DOTCOM POSTAGE,1,2/17/2011 10:30,132.25,,United Kingdom
544205,DOT,DOTCOM POSTAGE,1,2/17/2011 10:31,207.79,,United Kingdom
544207,DOT,DOTCOM POSTAGE,1,2/17/2011 10:34,185.83,,United Kingdom
544208,DOT,DOTCOM POSTAGE,1,2/17/2011 10:34,135.75,,United Kingdom
544281,POST,POSTAGE,1,2/17/2011 12:23,18,12500,Germany
544302,POST,POSTAGE,1,2/17/2011 13:16,18,12654,Germany
544323,DOT,DOTCOM POSTAGE,1,2/17/2011 15:51,179.94,,United Kingdom
551544,POST,POSTAGE,4,5/3/2011 9:33,18,12683,France
551552,POST,POSTAGE,2,5/3/2011 10:09,18,12598,France
551649,POST,POSTAGE,2,5/3/2011 12:02,20,12643,France
551652,POST,POSTAGE,2,5/3/2011 12:03,1,12643,France
C551685,POST,POSTAGE,-1,5/3/2011 12:51,8142.75,16029,United Kingdom
551718,DOT,DOTCOM POSTAGE,1,5/3/2011 16:06,160.37,,United Kingdom
577406,POST,POSTAGE,1,11/20/2011 10:36,18,12702,Germany
577476,POST,POSTAGE,3,11/20/2011 11:31,28,12540,Spain
C577481,POST,POSTAGE,-1,11/20/2011 11:39,18,12778,Netherlands
577523,POST,POSTAGE,1,11/20/2011 13:33,28,12597,Spain
577551,POST,POSTAGE,2,11/20/2011 15:21,15,12395,Belgium
540848,DOT,DOTCOM POSTAGE,1,1/12/2011 9:26,491.93,,United Kingdom
540900,POST,POSTAGE,2,1/12/2011 11:46,18,12712,Germany
C540937,POST,POSTAGE,-1,1/12/2011 12:09,7.06,14748,United Kingdom
540972,POST,POSTAGE,3,1/12/2011 14:13,18,12437,France
540977,DOT,DOTCOM POSTAGE,1,1/12/2011 15:01,478.1,,United Kingdom
562034,POST,POSTAGE,6,8/2/2011 9:14,15,12449,Belgium
562035,POST,POSTAGE,2,8/2/2011 9:29,18,12627,Germany
562037,POST,POSTAGE,3,8/2/2011 9:34,15,13023,United Kingdom
562038,POST,POSTAGE,1,8/2/2011 9:35,18,12633,Germany
562114,DOT,DOTCOM POSTAGE,1,8/2/2011 16:14,119.51,,United Kingdom
577606,POST,POSTAGE,3,11/21/2011 9:11,28,12462,Spain
577609,POST,POSTAGE,1,11/21/2011 9:51,300,12349,Italy
577615,POST,POSTAGE,3,11/21/2011 10:22,18,12658,Germany
577618,POST,POSTAGE,4,11/21/2011 10:27,28,12795,Portugal
542369,POST,POSTAGE,1,1/27/2011 13:08,18,12645,Germany
542371,POST,POSTAGE,2,1/27/2011 13:29,18,12468,Germany
542375,POST,POSTAGE,2,1/27/2011 13:42,18,12626,Germany
542621,POST,POSTAGE,3,1/31/2011 9:05,18,12528,Germany
542622,DOT,DOTCOM POSTAGE,1,1/31/2011 9:09,230.61,,United Kingdom
542624,DOT,DOTCOM POSTAGE,1,1/31/2011 9:48,188.88,,United Kingdom
542625,DOT,DOTCOM POSTAGE,1,1/31/2011 9:50,192.21,,United Kingdom
542664,DOT,DOTCOM POSTAGE,1,1/31/2011 12:14,157.76,,United Kingdom
542713,POST,POSTAGE,7,1/31/2011 13:27,18,12668,Germany
542720,POST,POSTAGE,1,1/31/2011 14:35,15,12778,Netherlands
542735,POST,POSTAGE,3,1/31/2011 15:36,18,12681,France
543484,POST,POSTAGE,3,2/9/2011 10:11,18,12721,France
543492,POST,POSTAGE,1,2/9/2011 10:41,18,12720,Germany
543530,DOT,DOTCOM POSTAGE,1,2/9/2011 12:46,213.15,,United Kingdom
543533,DOT,DOTCOM POSTAGE,1,2/9/2011 13:00,254.08,,United Kingdom
543537,POST,POSTAGE,1,2/9/2011 13:50,15,12401,Belgium
543546,DOT,DOTCOM POSTAGE,1,2/9/2011 16:52,206.15,,United Kingdom
549325,POST,POSTAGE,2,4/8/2011 10:32,50,12717,Greece
549524,DOT,DOTCOM POSTAGE,1,4/8/2011 15:42,183.2,,United Kingdom
549525,DOT,DOTCOM POSTAGE,1,4/8/2011 15:44,134.66,,United Kingdom
C549532,POST,POSTAGE,-1,4/8/2011 17:07,7.06,16217,United Kingdom
574838,POST,POSTAGE,5,11/7/2011 11:37,28,12484,Spain
574844,POST,POSTAGE,1,11/7/2011 11:57,28,12783,Portugal
574856,DOT,DOTCOM POSTAGE,1,11/7/2011 12:06,1126.29,,United Kingdom
574862,POST,POSTAGE,5,11/7/2011 12:27,15,12408,Belgium
574869,POST,POSTAGE,1,11/7/2011 12:44,18,12708,Germany
574885,POST,POSTAGE,1,11/7/2011 14:01,18,12472,Germany
565519,POST,POSTAGE,7,9/5/2011 11:52,28,12502,Spain
565583,POST,POSTAGE,1,9/5/2011 12:41,40,12816,Poland
565612,POST,POSTAGE,2,9/5/2011 15:17,18,12616,France
565617,DOT,DOTCOM POSTAGE,1,9/5/2011 15:30,138,,United Kingdom
559004,POST,POSTAGE,4,7/5/2011 12:23,40,12428,Finland
559040,DOT,DOTCOM POSTAGE,1,7/5/2011 15:33,39.5,,United Kingdom
559041,DOT,DOTCOM POSTAGE,1,7/5/2011 15:33,24.67,,United Kingdom
559042,DOT,DOTCOM POSTAGE,1,7/5/2011 15:34,75.67,,United Kingdom
559043,DOT,DOTCOM POSTAGE,1,7/5/2011 15:35,158.71,,United Kingdom
559051,DOT,DOTCOM POSTAGE,1,7/5/2011 16:47,201.84,,United Kingdom
559055,DOT,DOTCOM POSTAGE,1,7/5/2011 17:09,531.65,,United Kingdom
553037,POST,POSTAGE,4,5/13/2011 8:10,18,12471,Germany
553044,POST,POSTAGE,2,5/13/2011 9:24,18,12682,France
553162,DOT,DOTCOM POSTAGE,1,5/13/2011 15:53,152.19,,United Kingdom
544933,POST,POSTAGE,6,2/25/2011 8:44,18,12633,Germany
544996,POST,POSTAGE,2,2/25/2011 11:53,18,12474,Germany
545017,POST,POSTAGE,1,2/25/2011 13:51,15,12361,Belgium
545024,DOT,DOTCOM POSTAGE,1,2/25/2011 14:38,79.67,,United Kingdom
C540266,POST,POSTAGE,-1,1/6/2011 11:05,35.09,,United Kingdom
540351,POST,POSTAGE,2,1/6/2011 14:26,18,12735,France
540352,DOT,DOTCOM POSTAGE,1,1/6/2011 14:27,306.35,,United Kingdom
540365,POST,POSTAGE,3,1/6/2011 16:12,18,12413,France
560607,POST,POSTAGE,3,7/20/2011 10:15,28,12510,Spain
560635,POST,POSTAGE,3,7/20/2011 10:51,18,12521,Germany
560710,POST,POSTAGE,1,7/20/2011 12:51,15,14646,Netherlands
560755,DOT,DOTCOM POSTAGE,1,7/20/2011 16:00,0.35,,United Kingdom
560772,DOT,DOTCOM POSTAGE,1,7/20/2011 16:12,268.05,,United Kingdom
579528,POST,POSTAGE,1,11/30/2011 8:44,15,12787,Netherlands
579529,POST,POSTAGE,3,11/30/2011 8:50,18,12488,France
C579532,POST,POSTAGE,-1,11/30/2011 9:21,18,12494,France
579550,POST,POSTAGE,3,11/30/2011 10:48,40,12630,Finland
579694,DOT,DOTCOM POSTAGE,1,11/30/2011 14:11,1119.63,,United Kingdom
579751,DOT,DOTCOM POSTAGE,1,11/30/2011 14:46,307.17,,United Kingdom
579777,DOT,DOTCOM POSTAGE,1,11/30/2011 15:13,888.42,,United Kingdom
579786,POST,POSTAGE,2,11/30/2011 15:31,18,12524,Germany
579787,DOT,DOTCOM POSTAGE,1,11/30/2011 15:33,988,,United Kingdom
579790,POST,POSTAGE,2,11/30/2011 15:38,28,12784,Portugal
579792,POST,POSTAGE,5,11/30/2011 15:43,18,12714,France
569402,POST,POSTAGE,1,10/4/2011 9:00,18,12413,France
569415,DOT,DOTCOM POSTAGE,1,10/4/2011 10:14,492.46,,United Kingdom
569522,POST,POSTAGE,1,10/4/2011 14:41,40,12664,Finland
569544,DOT,DOTCOM POSTAGE,1,10/4/2011 16:33,213.33,,United Kingdom
566076,POST,POSTAGE,11,9/9/2011 9:13,15,12449,Belgium
566080,POST,POSTAGE,1,9/9/2011 10:05,15,15187,United Kingdom
566115,POST,POSTAGE,1,9/9/2011 10:51,18,12674,France
