537641,DOT,DOTCOM POSTAGE,1,12/7/2010 15:32,229.74,,United Kingdom
537642,DOT,DOTCOM POSTAGE,1,12/7/2010 15:33,448,,United Kingdom
537643,DOT,DOTCOM POSTAGE,1,12/7/2010 15:34,593.15,,United Kingdom
537645,DOT,DOTCOM POSTAGE,1,12/7/2010 15:34,607.96,,United Kingdom
537666,DOT,DOTCOM POSTAGE,1,12/7/2010 18:36,701.95,,United Kingdom
537673,POST,POSTAGE,7,12/8/2010 9:49,18,12709,Germany
537693,POST,POSTAGE,1,12/8/2010 10:45,18,12441,France
537818,POST,POSTAGE,6,12/8/2010 13:53,28,12766,Portugal
537823,DOT,DOTCOM POSTAGE,1,12/8/2010 14:25,729.42,,United Kingdom
537892,POST,POSTAGE,1,12/9/2010 10:13,18,12481,Germany
537894,POST,POSTAGE,2,12/9/2010 10:16,18,12621,Germany
537897,POST,POSTAGE,1,12/9/2010 10:37,18,12683,France
537915,POST,POSTAGE,1,12/9/2010 10:55,28,12797,Portugal
537967,POST,POSTAGE,1,12/9/2010 11:31,18,12494,France
537995,POST,POSTAGE,2,12/9/2010 11:39,18,12712,Germany
538003,POST,POSTAGE,8,12/9/2010 12:05,18,12429,Denmark
538008,POST,POSTAGE,5,12/9/2010 12:17,18,12683,France
538071,DOT,DOTCOM POSTAGE,1,12/9/2010 14:09,885.94,,United Kingdom
538093,POST,POSTAGE,5,12/9/2010 14:49,18,12682,France
538148,DOT,DOTCOM POSTAGE,1,12/9/2010 16:26,547.32,,United Kingdom
538149,DOT,DOTCOM POSTAGE,1,12/9/2010 16:27,620.68,,United Kingdom
538153,DOT,DOTCOM POSTAGE,1,12/9/2010 16:31,822.94,,United Kingdom
538154,DOT,DOTCOM POSTAGE,1,12/9/2010 16:35,85.79,,United Kingdom
538175,POST,POSTAGE,21,12/10/2010 9:48,18,12471,Germany
538177,DOT,DOTCOM POSTAGE,1,12/10/2010 9:51,847.42,,United Kingdom
538196,POST,POSTAGE,8,12/10/2010 10:56,18,12731,France
538311,POST,POSTAGE,2,12/10/2010 13:48,28,12785,Portugal
538349,DOT,DOTCOM POSTAGE,1,12/10/2010 14:59,907.47,,United Kingdom
538524,DOT,DOTCOM POSTAGE,1,12/13/2010 9:35,641.86,,United Kingdom
538525,POST,POSTAGE,5,12/13/2010 9:39,28,12540,Spain
538566,DOT,DOTCOM POSTAGE,1,12/13/2010 11:21,584.59,,United Kingdom
538685,POST,POSTAGE,1,12/14/2010 9:39,15,15694,United Kingdom
538880,DOT,DOTCOM POSTAGE,1,12/14/2010 15:52,113.45,,United Kingdom
538881,DOT,DOTCOM POSTAGE,1,12/14/2010 15:54,198.17,,United Kingdom
538883,DOT,DOTCOM POSTAGE,1,12/14/2010 15:56,340.72,,United Kingdom
538884,DOT,DOTCOM POSTAGE,1,12/14/2010 15:56,146.85,,United Kingdom
C539063,POST,POSTAGE,-1,12/15/2010 16:50,12.34,15107,United Kingdom
C539073,POST,POSTAGE,-1,12/15/2010 17:08,3.5,12971,United Kingdom
539318,POST,POSTAGE,6,12/16/2010 19:09,40,12348,Finland
539327,POST,POSTAGE,1,12/17/2010 9:24,18,12600,Germany
539330,POST,POSTAGE,3,12/17/2010 9:38,40,12370,Austria
539353,POST,POSTAGE,3,12/17/2010 11:30,28,12782,Portugal
539391,POST,POSTAGE,2,12/17/2010 11:51,15,12417,Belgium
539395,POST,POSTAGE,11,12/17/2010 11:52,18,12471,Germany
539403,POST,POSTAGE,2,12/17/2010 12:21,18,12647,Germany
539405,POST,POSTAGE,6,12/17/2010 12:38,18,12621,Germany
539407,POST,POSTAGE,1,12/17/2010 12:56,18,12726,France
539408,POST,POSTAGE,3,12/17/2010 12:56,18,12720,Germany
C539409,POST,POSTAGE,-1,12/17/2010 12:58,18,12720,Germany
539434,DOT,DOTCOM POSTAGE,1,12/17/2010 14:41,510.79,,United Kingdom
539435,POST,POSTAGE,1,12/17/2010 14:46,18,12691,France
539436,DOT,DOTCOM POSTAGE,1,12/17/2010 14:49,565.37,,United Kingdom
539437,DOT,DOTCOM POSTAGE,1,12/17/2010 14:54,803.55,,United Kingdom
539446,POST,POSTAGE,9,12/17/2010 15:58,18,12705,Germany
539447,POST,POSTAGE,3,12/17/2010 16:00,18,12395,Belgium
539451,DOT,DOTCOM POSTAGE,1,12/17/2010 16:59,662.14,,United Kingdom
539453,DOT,DOTCOM POSTAGE,1,12/17/2010 17:08,603.62,,United Kingdom
539466,POST,POSTAGE,4,12/19/2010 12:46,18,12668,Germany
539491,POST,POSTAGE,1,12/20/2010 10:09,15,14646,Netherlands
539492,DOT,DOTCOM POSTAGE,1,12/20/2010 10:14,396.81,,United Kingdom
539551,POST,POSTAGE,1,12/20/2010 11:38,18,12721,France
539595,DOT,DOTCOM POSTAGE,1,12/20/2010 13:43,350.78,,United Kingdom
539607,POST,POSTAGE,5,12/20/2010 14:10,18,12681,France
539631,DOT,DOTCOM POSTAGE,1,12/20/2010 15:03,250.83,,United Kingdom
539636,POST,POSTAGE,6,12/20/2010 15:15,18,12481,Germany
539676,POST,POSTAGE,3,12/21/2010 10:54,15,12423,Belgium
539708,DOT,DOTCOM POSTAGE,1,12/21/2010 12:18,182.37,,United Kingdom
C539712,POST,POSTAGE,-1,12/21/2010 12:40,5.75,15602,United Kingdom
539718,DOT,DOTCOM POSTAGE,1,12/21/2010 13:06,112.37,,United Kingdom
539727,POST,POSTAGE,1,12/21/2010 14:26,18,12678,France
539735,DOT,DOTCOM POSTAGE,1,12/21/2010 15:17,164.55,,United Kingdom
539736,DOT,DOTCOM POSTAGE,1,12/21/2010 15:18,337.23,,United Kingdom
539737,DOT,DOTCOM POSTAGE,1,12/21/2010 15:19,514,,United Kingdom
539738,DOT,DOTCOM POSTAGE,1,12/21/2010 15:19,549.79,,United Kingdom
539739,DOT,DOTCOM POSTAGE,1,12/21/2010 15:19,324.43,,United Kingdom
539740,DOT,DOTCOM POSTAGE,1,12/21/2010 15:20,311.66,,United Kingdom
539741,DOT,DOTCOM POSTAGE,1,12/21/2010 15:20,128.6,,United Kingdom
539742,DOT,DOTCOM POSTAGE,1,12/21/2010 15:20,114.34,,United Kingdom
539743,DOT,DOTCOM POSTAGE,1,12/21/2010 15:20,103.57,,United Kingdom
539744,DOT,DOTCOM POSTAGE,1,12/21/2010 15:21,189.57,,United Kingdom
539745,DOT,DOTCOM POSTAGE,1,12/21/2010 15:21,152.68,,United Kingdom
539746,DOT,DOTCOM POSTAGE,1,12/21/2010 15:22,50.6,,United Kingdom
539747,DOT,DOTCOM POSTAGE,1,12/21/2010 15:23,50.64,,United Kingdom
539748,DOT,DOTCOM POSTAGE,1,12/21/2010 15:23,29.53,,United Kingdom
539752,POST,POSTAGE,3,12/21/2010 15:43,35,12515,Italy
539840,POST,POSTAGE,3,12/22/2010 14:28,15,12383,Belgium
539946,POST,POSTAGE,1,12/23/2010 11:46,18,13817,Germany
539957,POST,POSTAGE,6,12/23/2010 12:58,18,12585,Germany
539958,DOT,DOTCOM POSTAGE,1,12/23/2010 13:26,627.47,,United Kingdom
540026,DOT,DOTCOM POSTAGE,1,1/4/2011 13:25,469.7,,United Kingdom
540040,POST,POSTAGE,5,1/4/2011 14:20,40,12483,Sweden
C540057,POST,POSTAGE,-1,1/4/2011 14:29,40,12483,Sweden
540116,DOT,DOTCOM POSTAGE,1,1/5/2011 9:54,2.51,,United Kingdom
540154,DOT,DOTCOM POSTAGE,1,1/5/2011 11:30,192.86,,United Kingdom
540178,POST,POSTAGE,3,1/5/2011 12:42,18,12681,France
540238,DOT,DOTCOM POSTAGE,1,1/5/2011 14:44,109.19,,United Kingdom
540239,POST,POSTAGE,4,1/5/2011 14:48,18,12682,France
540255,DOT,DOTCOM POSTAGE,1,1/5/2011 16:50,219.24,,United Kingdom
C540266,POST,POSTAGE,-1,1/6/2011 11:05,35.09,,United Kingdom
540351,POST,POSTAGE,2,1/6/2011 14:26,18,12735,France
540352,DOT,DOTCOM POSTAGE,1,1/6/2011 14:27,306.35,,United Kingdom
540365,POST,POSTAGE,3,1/6/2011 16:12,18,12413,France
C540367,POST,POSTAGE,-3,1/6/2011 16:17,18,12413,France
540410,POST,POSTAGE,3,1/7/2011 10:04,18,12530,Germany
540414,POST,POSTAGE,3,1/7/2011 10:32,18,12481,Germany
540418,DOT,DOTCOM POSTAGE,1,1/7/2011 11:04,369.95,,United Kingdom
540455,POST,POSTAGE,3,1/7/2011 12:07,18,12583,France
540458,POST,POSTAGE,8,1/7/2011 12:28,18,12501,Germany
540463,POST,POSTAGE,2,1/7/2011 13:13,18,12489,France
540468,DOT,DOTCOM POSTAGE,1,1/7/2011 13:55,278.97,,United Kingdom
540469,POST,POSTAGE,4,1/7/2011 14:04,28,12484,Spain
540480,POST,POSTAGE,4,1/7/2011 15:27,18,12480,Germany
540519,POST,POSTAGE,2,1/9/2011 12:12,28,12793,Portugal
540546,POST,POSTAGE,3,1/9/2011 15:56,28,12766,Portugal
540551,DOT,DOTCOM POSTAGE,1,1/10/2011 9:43,557,,United Kingdom
540553,POST,POSTAGE,1,1/10/2011 9:48,18,12500,Germany
540562,POST,POSTAGE,3,1/10/2011 10:35,18,12524,Germany
540642,POST,POSTAGE,7,1/10/2011 13:22,18,12681,France
540646,DOT,DOTCOM POSTAGE,1,1/10/2011 14:32,262.73,,United Kingdom
540681,DOT,DOTCOM POSTAGE,1,1/10/2011 16:25,223.35,,United Kingdom
540688,POST,POSTAGE,5,1/11/2011 7:57,18,12736,France
540769,POST,POSTAGE,1,1/11/2011 10:38,18,12601,Germany
540789,POST,POSTAGE,2,1/11/2011 11:48,18,12643,France
C540793,POST,POSTAGE,-1,1/11/2011 11:53,3,14295,United Kingdom
540801,POST,POSTAGE,6,1/11/2011 12:25,28,12540,Spain
540821,DOT,DOTCOM POSTAGE,1,1/11/2011 13:16,394.83,,United Kingdom
540824,POST,POSTAGE,2,1/11/2011 13:31,18,12728,France
540835,POST,POSTAGE,1,1/11/2011 15:00,18,12724,France
C540841,POST,POSTAGE,-1,1/11/2011 16:14,12.99,15602,United Kingdom
540848,DOT,DOTCOM POSTAGE,1,1/12/2011 9:26,491.93,,United Kingdom
540900,POST,POSTAGE,2,1/12/2011 11:46,18,12712,Germany
C540937,POST,POSTAGE,-1,1/12/2011 12:09,7.06,14748,United Kingdom
540971,POST,POSTAGE,4,1/12/2011 14:10,15,12383,Belgium
540972,POST,POSTAGE,3,1/12/2011 14:13,18,12437,France
540976,POST,POSTAGE,7,1/12/2011 15:00,18,12652,France
540977,DOT,DOTCOM POSTAGE,1,1/12/2011 15:01,478.1,,United Kingdom
540995,DOT,DOTCOM POSTAGE,1,1/13/2011 9:30,404.49,,United Kingdom
541093,POST,POSTAGE,5,1/13/2011 13:21,18,12471,Germany
541104,DOT,DOTCOM POSTAGE,1,1/13/2011 14:29,323.98,,United Kingdom
541115,POST,POSTAGE,7,1/13/2011 15:34,28,12578,Italy
541120,POST,POSTAGE,5,1/14/2011 9:13,18,12490,France
541122,POST,POSTAGE,2,1/14/2011 9:23,18,12708,Germany
541125,POST,POSTAGE,1,1/14/2011 10:06,18,12474,Germany
541127,DOT,DOTCOM POSTAGE,1,1/14/2011 10:11,50.96,,United Kingdom
541128,DOT,DOTCOM POSTAGE,1,1/14/2011 10:12,60.79,,United Kingdom
541129,DOT,DOTCOM POSTAGE,1,1/14/2011 10:14,81.42,,United Kingdom
541130,DOT,DOTCOM POSTAGE,1,1/14/2011 10:15,138,,United Kingdom
541131,DOT,DOTCOM POSTAGE,1,1/14/2011 10:16,156.21,,United Kingdom
541132,DOT,DOTCOM POSTAGE,1,1/14/2011 10:17,127.54,,United Kingdom
541133,DOT,DOTCOM POSTAGE,1,1/14/2011 10:17,120.88,,United Kingdom
541138,POST,POSTAGE,6,1/14/2011 10:42,18,12553,France
541219,DOT,DOTCOM POSTAGE,1,1/14/2011 14:06,391.32,,United Kingdom
541224,POST,POSTAGE,1,1/14/2011 14:45,18,12474,Germany
541269,POST,POSTAGE,8,1/17/2011 11:01,18,12626,Germany
541405,POST,POSTAGE,5,1/17/2011 15:17,18,12683,France
541421,DOT,DOTCOM POSTAGE,1,1/17/2011 17:44,449.52,,United Kingdom
541422,DOT,DOTCOM POSTAGE,1,1/17/2011 17:48,295.2,,United Kingdom
541423,DOT,DOTCOM POSTAGE,1,1/17/2011 17:54,235.48,,United Kingdom
541424,DOT,DOTCOM POSTAGE,1,1/17/2011 17:57,301.84,,United Kingdom
541430,POST,POSTAGE,18,1/18/2011 9:50,18,12356,Portugal
541480,POST,POSTAGE,1,1/18/2011 12:05,18,12527,Germany
541491,POST,POSTAGE,3,1/18/2011 14:04,28,12510,Spain
541495,DOT,DOTCOM POSTAGE,1,1/18/2011 14:59,116.71,,United Kingdom
541496,DOT,DOTCOM POSTAGE,1,1/18/2011 15:00,101,,United Kingdom
541497,DOT,DOTCOM POSTAGE,1,1/18/2011 15:19,243.21,,United Kingdom
541506,DOT,DOTCOM POSTAGE,1,1/18/2011 16:05,118.33,,United Kingdom
541507,DOT,DOTCOM POSTAGE,1,1/18/2011 16:05,72.33,,United Kingdom
541508,DOT,DOTCOM POSTAGE,1,1/18/2011 16:06,152.92,,United Kingdom
541516,DOT,DOTCOM POSTAGE,1,1/18/2011 17:34,285.3,,United Kingdom
541517,POST,POSTAGE,1,1/19/2011 8:34,18,12665,Germany
541567,POST,POSTAGE,3,1/19/2011 11:51,18,12681,France
541569,POST,POSTAGE,3,1/19/2011 12:14,40,13520,Switzerland
541584,DOT,DOTCOM POSTAGE,1,1/19/2011 14:12,118.25,,United Kingdom
541592,DOT,DOTCOM POSTAGE,1,1/19/2011 15:08,470.12,,United Kingdom
541607,POST,POSTAGE,1,1/20/2011 9:53,29.43,,United Kingdom
541631,POST,POSTAGE,6,1/20/2011 10:48,18,12637,France
541675,POST,POSTAGE,2,1/20/2011 13:49,15,12402,Belgium
541695,DOT,DOTCOM POSTAGE,1,1/20/2011 18:01,334.16,,United Kingdom
541696,DOT,DOTCOM POSTAGE,1,1/20/2011 18:08,307.85,,United Kingdom
541703,POST,POSTAGE,2,1/21/2011 9:52,28,12594,Italy
541756,POST,POSTAGE,2,1/21/2011 11:42,40,12664,Finland
541810,DOT,DOTCOM POSTAGE,1,1/21/2011 15:00,157.08,,United Kingdom
541811,DOT,DOTCOM POSTAGE,1,1/21/2011 15:01,171.04,,United Kingdom
541827,DOT,DOTCOM POSTAGE,1,1/21/2011 17:05,403.81,,United Kingdom
541830,DOT,DOTCOM POSTAGE,1,1/21/2011 17:09,214.42,,United Kingdom
541857,POST,POSTAGE,6,1/23/2011 15:17,18,12727,France
541869,DOT,DOTCOM POSTAGE,1,1/24/2011 9:35,144.45,,United Kingdom
541870,DOT,DOTCOM POSTAGE,1,1/24/2011 9:39,105.71,,United Kingdom
541871,DOT,DOTCOM POSTAGE,1,1/24/2011 9:41,127.09,,United Kingdom
541877,POST,POSTAGE,2,1/24/2011 10:12,18,12559,Germany
541878,DOT,DOTCOM POSTAGE,1,1/24/2011 10:28,161.08,,United Kingdom
541879,DOT,DOTCOM POSTAGE,1,1/24/2011 10:31,80.46,,United Kingdom
541962,POST,POSTAGE,2,1/24/2011 12:58,18,12693,Germany
541965,POST,POSTAGE,7,1/24/2011 13:27,18,12625,Germany
541969,DOT,DOTCOM POSTAGE,1,1/24/2011 13:46,163.67,,United Kingdom
541971,DOT,DOTCOM POSTAGE,1,1/24/2011 13:48,124.16,,United Kingdom
541980,POST,POSTAGE,1,1/24/2011 15:09,28,12421,Spain
541991,POST,POSTAGE,2,1/25/2011 9:11,15,12417,Belgium
541993,DOT,DOTCOM POSTAGE,1,1/25/2011 9:37,150.25,,United Kingdom
541998,POST,POSTAGE,1,1/25/2011 10:42,40,12348,Finland
541999,DOT,DOTCOM POSTAGE,1,1/25/2011 10:45,216.11,,United Kingdom
542080,POST,POSTAGE,5,1/25/2011 12:16,18,13815,Germany
542115,DOT,DOTCOM POSTAGE,1,1/25/2011 14:01,247.54,,United Kingdom
542128,POST,POSTAGE,2,1/25/2011 15:13,18,12609,Germany
542132,POST,POSTAGE,2,1/25/2011 15:59,18,12691,France
542147,POST,POSTAGE,4,1/26/2011 10:02,28,12782,Portugal
542215,POST,POSTAGE,3,1/26/2011 12:27,18,12472,Germany
542229,POST,POSTAGE,1,1/26/2011 13:38,18,12474,Germany
542238,POST,POSTAGE,3,1/26/2011 14:35,28,12591,Italy
542252,DOT,DOTCOM POSTAGE,1,1/26/2011 16:01,200.38,,United Kingdom
542255,DOT,DOTCOM POSTAGE,1,1/26/2011 16:43,246.37,,United Kingdom
542344,DOT,DOTCOM POSTAGE,1,1/27/2011 11:30,200.33,,United Kingdom
542369,POST,POSTAGE,1,1/27/2011 13:08,18,12645,Germany
542371,POST,POSTAGE,2,1/27/2011 13:29,18,12468,Germany
542375,POST,POSTAGE,2,1/27/2011 13:42,18,12626,Germany
542425,POST,POSTAGE,2,1/28/2011 9:20,18,12574,France
542433,POST,POSTAGE,2,1/28/2011 10:45,18,12726,France
542535,POST,POSTAGE,3,1/28/2011 13:37,18,12735,France
C542540,POST,POSTAGE,-1,1/28/2011 14:20,4.41,,United Kingdom
C542540,DOT,DOTCOM POSTAGE,-1,1/28/2011 14:20,3.29,,United Kingdom
542541,DOT,DOTCOM POSTAGE,1,1/28/2011 14:25,223.89,,United Kingdom
542586,POST,POSTAGE,2,1/28/2011 15:45,40,12377,Switzerland
542621,POST,POSTAGE,3,1/31/2011 9:05,18,12528,Germany
542622,DOT,DOTCOM POSTAGE,1,1/31/2011 9:09,230.61,,United Kingdom
542624,DOT,DOTCOM POSTAGE,1,1/31/2011 9:48,188.88,,United Kingdom
542625,DOT,DOTCOM POSTAGE,1,1/31/2011 9:50,192.21,,United Kingdom
542626,POST,POSTAGE,2,1/31/2011 9:51,18,12720,Germany
542648,POST,POSTAGE,5,1/31/2011 11:46,18,12476,Germany
542664,DOT,DOTCOM POSTAGE,1,1/31/2011 12:14,157.76,,United Kingdom
542713,POST,POSTAGE,7,1/31/2011 13:27,18,12668,Germany
542720,POST,POSTAGE,1,1/31/2011 14:35,15,12778,Netherlands
542735,POST,POSTAGE,3,1/31/2011 15:36,18,12681,France
542782,POST,POSTAGE,2,2/1/2011 10:00,18,12712,Germany
542794,DOT,DOTCOM POSTAGE,1,2/1/2011 10:56,86.77,,United Kingdom
542887,POST,POSTAGE,1,2/1/2011 13:10,40,12373,Austria
542894,POST,POSTAGE,2,2/1/2011 13:45,15,12775,Netherlands
542904,POST,POSTAGE,3,2/1/2011 14:58,18,12682,France
542905,POST,POSTAGE,1,2/1/2011 15:11,28,12540,Spain
542906,DOT,DOTCOM POSTAGE,1,2/1/2011 15:12,189.59,,United Kingdom
542911,POST,POSTAGE,1,2/1/2011 15:41,40,12676,Sweden
542922,POST,POSTAGE,2,2/2/2011 9:06,18,12682,France
542997,DOT,DOTCOM POSTAGE,1,2/2/2011 12:16,108.75,,United Kingdom
542998,DOT,DOTCOM POSTAGE,1,2/2/2011 12:16,172.42,,United Kingdom
542999,DOT,DOTCOM POSTAGE,1,2/2/2011 12:16,142.29,,United Kingdom
543000,DOT,DOTCOM POSTAGE,1,2/2/2011 12:17,259.75,,United Kingdom
543013,DOT,DOTCOM POSTAGE,1,2/2/2011 13:35,174.12,,United Kingdom
543027,POST,POSTAGE,1,2/2/2011 14:51,40,12414,Austria
543030,POST,POSTAGE,1,2/2/2011 15:22,18,12437,France
543037,POST,POSTAGE,1,2/2/2011 16:01,40,12350,Norway
543048,POST,POSTAGE,3,2/3/2011 9:58,18,12600,Germany
C543050,POST,POSTAGE,-1,2/3/2011 10:14,18,12625,Germany
543055,POST,POSTAGE,4,2/3/2011 10:41,28,12502,Spain
543056,POST,POSTAGE,6,2/3/2011 10:47,18,12471,Germany
543097,DOT,DOTCOM POSTAGE,1,2/3/2011 11:41,168.53,,United Kingdom
543117,POST,POSTAGE,3,2/3/2011 13:30,15,12464,Belgium
543121,POST,POSTAGE,2,2/3/2011 13:58,18,12662,Germany
543171,DOT,DOTCOM POSTAGE,1,2/4/2011 9:11,230.08,,United Kingdom
543172,DOT,DOTCOM POSTAGE,1,2/4/2011 9:11,164.46,,United Kingdom
C543175,POST,POSTAGE,-1,2/4/2011 9:46,18,12712,Germany
543180,POST,POSTAGE,4,2/4/2011 10:38,40,12410,Switzerland
543182,DOT,DOTCOM POSTAGE,1,2/4/2011 10:40,208.12,,United Kingdom
543188,POST,POSTAGE,6,2/4/2011 11:45,18,12567,France
543200,DOT,DOTCOM POSTAGE,1,2/4/2011 13:03,166.92,,United Kingdom
543201,DOT,DOTCOM POSTAGE,1,2/4/2011 13:03,212.04,,United Kingdom
543345,DOT,DOTCOM POSTAGE,1,2/7/2011 12:29,183.09,,United Kingdom
543358,DOT,DOTCOM POSTAGE,1,2/7/2011 14:04,218.26,,United Kingdom
543387,POST,POSTAGE,10,2/8/2011 9:41,15,14646,Netherlands
C543388,POST,POSTAGE,-3,2/8/2011 9:44,15,14646,Netherlands
543399,DOT,DOTCOM POSTAGE,1,2/8/2011 11:07,171.42,,United Kingdom
543450,DOT,DOTCOM POSTAGE,1,2/8/2011 12:12,110.13,,United Kingdom
543451,DOT,DOTCOM POSTAGE,1,2/8/2011 12:13,179.29,,United Kingdom
543459,POST,POSTAGE,2,2/8/2011 13:28,18,12599,France
543461,DOT,DOTCOM POSTAGE,1,2/8/2011 13:35,153.71,,United Kingdom
543467,DOT,DOTCOM POSTAGE,1,2/8/2011 14:35,234.92,,United Kingdom
543484,POST,POSTAGE,3,2/9/2011 10:11,18,12721,France
543492,POST,POSTAGE,1,2/9/2011 10:41,18,12720,Germany
543530,DOT,DOTCOM POSTAGE,1,2/9/2011 12:46,213.15,,United Kingdom
543532,DOT,DOTCOM POSTAGE,1,2/9/2011 12:59,225.17,,United Kingdom
543533,DOT,DOTCOM POSTAGE,1,2/9/2011 13:00,254.08,,United Kingdom
543537,POST,POSTAGE,1,2/9/2011 13:50,15,12401,Belgium
543541,POST,POSTAGE,6,2/9/2011 14:44,28,12462,Spain
543546,DOT,DOTCOM POSTAGE,1,2/9/2011 16:52,206.15,,United Kingdom
543550,POST,POSTAGE,1,2/10/2011 9:43,18,12601,Germany
543625,POST,POSTAGE,2,2/10/2011 15:38,18,12583,France
543629,DOT,DOTCOM POSTAGE,1,2/10/2011 15:55,208.92,,United Kingdom
543660,DOT,DOTCOM POSTAGE,1,2/11/2011 10:40,248.48,,United Kingdom
543732,DOT,DOTCOM POSTAGE,1,2/11/2011 12:02,198.21,,United Kingdom
543733,POST,POSTAGE,1,2/11/2011 12:16,15,12395,Belgium
543822,POST,POSTAGE,3,2/14/2011 9:24,28,12507,Spain
543826,DOT,DOTCOM POSTAGE,1,2/14/2011 9:41,168.19,,United Kingdom
543833,POST,POSTAGE,1,2/14/2011 10:24,18,12476,Germany
C543838,POST,POSTAGE,-1,2/14/2011 10:59,7.06,15827,United Kingdom
543900,POST,POSTAGE,3,2/14/2011 12:11,18,12621,Germany
543909,DOT,DOTCOM POSTAGE,1,2/14/2011 12:32,127.24,,United Kingdom
543985,DOT,DOTCOM POSTAGE,1,2/15/2011 9:44,138.5,,United Kingdom
C543992,POST,POSTAGE,-1,2/15/2011 10:29,18,12583,France
544069,POST,POSTAGE,2,2/15/2011 14:17,18,12616,France
544089,DOT,DOTCOM POSTAGE,1,2/15/2011 17:51,111.86,,United Kingdom
544115,POST,POSTAGE,5,2/16/2011 11:45,18,12727,France
C544117,POST,POSTAGE,-1,2/16/2011 11:48,18,12727,France
544157,POST,POSTAGE,2,2/16/2011 12:46,18,12372,Denmark
544186,DOT,DOTCOM POSTAGE,1,2/16/2011 15:56,149.49,,United Kingdom
544193,POST,POSTAGE,5,2/17/2011 8:23,15,12431,Belgium
544200,POST,POSTAGE,2,2/17/2011 10:08,18,12494,France
544201,DOT,DOTCOM POSTAGE,1,2/17/2011 10:11,213.08,,United Kingdom
544202,DOT,DOTCOM POSTAGE,1,2/17/2011 10:29,143.04,,United Kingdom
544203,POST,POSTAGE,3,2/17/2011 10:30,15,12362,Belgium
544204,DOT,DOTCOM POSTAGE,1,2/17/2011 10:30,132.25,,United Kingdom
544205,DOT,DOTCOM POSTAGE,1,2/17/2011 10:31,207.79,,United Kingdom
544206,DOT,DOTCOM POSTAGE,1,2/17/2011 10:33,159.46,,United Kingdom
544207,DOT,DOTCOM POSTAGE,1,2/17/2011 10:34,185.83,,United Kingdom
544208,DOT,DOTCOM POSTAGE,1,2/17/2011 10:34,135.75,,United Kingdom
544281,POST,POSTAGE,1,2/17/2011 12:23,18,12500,Germany
544302,POST,POSTAGE,1,2/17/2011 13:16,18,12654,Germany
544323,DOT,DOTCOM POSTAGE,1,2/17/2011 15:51,179.94,,United Kingdom
544331,POST,POSTAGE,1,2/17/2011 17:05,15,12455,Cyprus
544355,POST,POSTAGE,5,2/18/2011 10:53,18,12714,France
544399,POST,POSTAGE,1,2/18/2011 12:28,28,12594,Italy
544434,DOT,DOTCOM POSTAGE,1,2/18/2011 16:12,149.02,,United Kingdom
544474,POST,POSTAGE,1,2/21/2011 9:52,15,12423,Belgium
